incident_id,subject_id,agency_id,agency_name,agency_type,incident_date,year_month,incident_type,contact_reason,incident_location,subject_race,subject_sex,subject_age_group,subject_perceived_armed,subject_weapon,subject_perceived_impaired,subject_resistance,type_of_force,subject_injury,officer_injury,officer_race,officer_sex
UOF002094,S43139,A001,Riverbend Police Department,Municipal Police,2021-08-21,2021-08,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,25 to 34,Yes,None Found,Yes,Passive Resistance,Physical Control,Yes,No,Unknown,Male
UOF002095,S10511,A001,Riverbend Police Department,Municipal Police,2021-08-15,2021-08,Civil Caretaking,Agency Request for Service,City,Unknown,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF002096,S14080,A001,Riverbend Police Department,Municipal Police,2021-08-23,2021-08,Offense Against Person,Public Request for Service,City,White,Male,18 to 24,Yes,Firearm,No,Active Resistance,Impact Weapon,No,No,White,Male
UOF002097,S07454,A001,Riverbend Police Department,Municipal Police,2021-08-17,2021-08,Offense Against Person,Public Request for Service,City,White,Male,18 to 24,Yes,Firearm,No,Passive Resistance,Physical Control,No,No,White,Male
UOF002098,S33743,A001,Riverbend Police Department,Municipal Police,2021-08-20,2021-08,Property Offense,Public Request for Service,Unincorporated Area,Black or African American,Female,18 to 24,Yes,None Found,No,Passive Resistance,Physical Control,No,No,Black or African American,Male
UOF002099,S14359,A001,Riverbend Police Department,Municipal Police,2021-08-09,2021-08,Warrant,Public Request for Service,Unincorporated Area,Unknown,Female,18 to 24,Yes,Edged Object,Yes,Active Resistance,ECW,No,No,Asian,Male
UOF002100,S87119,A001,Riverbend Police Department,Municipal Police,2021-08-26,2021-08,Warrant,Planned Activities,City,White,Female,18 to 24,No,Not Applicable,No,Passive Resistance,Physical Control,No,No,White,Male
UOF002101,S88671,A001,Riverbend Police Department,Municipal Police,2021-08-30,2021-08,Public Order Offense,Individual Officer/Unit Initiated,State Highway,Unknown,Male,18 to 24,Yes,Blunt Object,Yes,Active Resistance,Impact Weapon,No,Yes,Unknown,Male
UOF002102,S71396,A001,Riverbend Police Department,Municipal Police,2021-08-16,2021-08,Warrant,Individual Officer/Unit Initiated,Unincorporated Area,Unknown,Male,25 to 34,No,Not Applicable,Yes,None,Physical Control,No,No,Asian,Male
UOF002103,S12824,A001,Riverbend Police Department,Municipal Police,2021-08-01,2021-08,Warrant,Public Request for Service,Unincorporated Area,Unknown,Female,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF002104,S68420,A001,Riverbend Police Department,Municipal Police,2021-08-02,2021-08,Property Offense,Public Request for Service,City,Unknown,Male,25 to 34,No,Not Applicable,Yes,Assaultive,Impact Weapon,No,Yes,Asian,Male
UOF002105,S58583,A001,Riverbend Police Department,Municipal Police,2021-08-23,2021-08,Offense Against Person,Agency Request for Service,City,White,Male,Under 18,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF002106,S23600,A001,Riverbend Police Department,Municipal Police,2021-08-08,2021-08,Warrant,Public Request for Service,City,Hispanic or Latino,Male,45 to 54,Yes,Firearm,Yes,Passive Resistance,Physical Control,Yes,No,Unknown,Male
UOF002107,S65561,A001,Riverbend Police Department,Municipal Police,2021-08-08,2021-08,Civil Caretaking,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,Yes,None,Physical Control,No,No,White,Male
UOF002108,S78155,A001,Riverbend Police Department,Municipal Police,2021-08-26,2021-08,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,35 to 44,Yes,None Found,Yes,Assaultive,Chemical Agent,No,Yes,Unknown,Female
UOF002109,S38473,A001,Riverbend Police Department,Municipal Police,2021-08-09,2021-08,Public Order Offense,Individual Officer/Unit Initiated,City,Multiple Races/Ethnicities,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Less Lethal Projectile,Yes,No,White,Male
UOF002110,S19442,A001,Riverbend Police Department,Municipal Police,2021-08-10,2021-08,Offense Against Person,Individual Officer/Unit Initiated,City,Black or African American,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,Yes,No,White,Male
UOF002111,S46396,A001,Riverbend Police Department,Municipal Police,2021-08-14,2021-08,Vehicle Stop,Public Request for Service,City,Hispanic or Latino,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Impact Weapon,No,No,Hispanic or Latino,Male
UOF002112,S13131,A001,Riverbend Police Department,Municipal Police,2021-08-16,2021-08,Civil Caretaking,Public Request for Service,City,Asian,Male,Under 18,No,Not Applicable,No,Active Resistance,Physical Control,No,No,Black or African American,Male
UOF002113,S47205,A001,Riverbend Police Department,Municipal Police,2021-08-11,2021-08,Public Order Offense,Public Request for Service,City,White,Male,Under 18,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF002114,S35044,A001,Riverbend Police Department,Municipal Police,2021-08-02,2021-08,Offense Against Person,Agency Request for Service,City,White,Male,45 to 54,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF002115,S07481,A001,Riverbend Police Department,Municipal Police,2021-08-01,2021-08,Public Order Offense,Public Request for Service,City,Black or African American,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,Yes,No,Black or African American,Male
UOF002116,S88803,A001,Riverbend Police Department,Municipal Police,2021-08-07,2021-08,Vehicle Stop,Public Request for Service,City,Unknown,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF002117,S85496,A001,Riverbend Police Department,Municipal Police,2021-08-27,2021-08,Offense Against Person,Individual Officer/Unit Initiated,City,Hispanic or Latino,Female,18 to 24,No,Not Applicable,Yes,Assaultive,Physical Control,Yes,No,White,Male
UOF002118,S78328,A001,Riverbend Police Department,Municipal Police,2021-08-26,2021-08,Offense Against Person,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,No,Active Resistance,Physical Control,No,No,Unknown,Male
UOF002119,S76645,A001,Riverbend Police Department,Municipal Police,2021-09-27,2021-09,Warrant,Individual Officer/Unit Initiated,Unincorporated Area,American Indian or Alaska Native,Male,35 to 44,Yes,Edged Object,No,Passive Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF002120,S47809,A001,Riverbend Police Department,Municipal Police,2021-09-08,2021-09,Property Offense,Individual Officer/Unit Initiated,Unincorporated Area,White,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Impact Weapon,Yes,Yes,White,Male
UOF002121,S81138,A001,Riverbend Police Department,Municipal Police,2021-09-23,2021-09,Vehicle Stop,Public Request for Service,City,White,Male,45 to 54,Yes,None Found,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF002122,S11786,A001,Riverbend Police Department,Municipal Police,2021-09-26,2021-09,Property Offense,Public Request for Service,City,Black or African American,Male,45 to 54,No,Not Applicable,Yes,Active Resistance,Chemical Agent,No,Yes,White,Male
UOF002123,S49190,A001,Riverbend Police Department,Municipal Police,2021-09-01,2021-09,Offense Against Person,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,None,Physical Control,No,No,Hispanic or Latino,Male
UOF002124,S42319,A001,Riverbend Police Department,Municipal Police,2021-09-27,2021-09,Offense Against Person,Public Request for Service,State Highway,White,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Less Lethal Projectile,Yes,No,Hawaiian or Pacific Islander,Male
UOF002125,S40279,A001,Riverbend Police Department,Municipal Police,2021-09-14,2021-09,Warrant,Public Request for Service,City,Unknown,Male,25 to 34,Yes,Edged Object,Yes,Active Resistance,Physical Control,Yes,No,Unknown,Male
UOF002126,S58086,A001,Riverbend Police Department,Municipal Police,2021-09-27,2021-09,Property Offense,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,Yes,Assaultive,ECW,No,Yes,White,Female
UOF002127,S79166,A001,Riverbend Police Department,Municipal Police,2021-09-12,2021-09,Vehicle Stop,Individual Officer/Unit Initiated,City,Multiple Races/Ethnicities,Male,45 to 54,No,Not Applicable,Yes,None,Physical Control,No,No,White,Male
UOF002128,S88710,A001,Riverbend Police Department,Municipal Police,2021-09-15,2021-09,Offense Against Person,Public Request for Service,City,White,Female,25 to 34,No,Not Applicable,No,Active Resistance,Chemical Agent,No,No,White,Male
UOF002129,S48248,A001,Riverbend Police Department,Municipal Police,2021-09-28,2021-09,Vehicle Stop,Public Request for Service,City,Unknown,Male,18 to 24,Yes,Firearm,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF002130,S22826,A001,Riverbend Police Department,Municipal Police,2021-09-19,2021-09,Warrant,Individual Officer/Unit Initiated,City,Hispanic or Latino,Male,Under 18,Yes,None Found,Yes,Threat of Deadly Force,ECW,Yes,No,White,Male
UOF002131,S06337,A001,Riverbend Police Department,Municipal Police,2021-09-20,2021-09,Offense Against Person,Public Request for Service,City,White,Male,45 to 54,Yes,Firearm,No,Passive Resistance,Physical Control,No,No,White,Male
UOF002132,S25343,A001,Riverbend Police Department,Municipal Police,2021-09-24,2021-09,Offense Against Person,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF002133,S27935,A001,Riverbend Police Department,Municipal Police,2021-09-29,2021-09,Public Order Offense,Agency Request for Service,City,Unknown,Male,25 to 34,No,Not Applicable,No,Active Resistance,Physical Control,No,No,Black or African American,Male
UOF002134,S13083,A001,Riverbend Police Department,Municipal Police,2021-09-26,2021-09,Property Offense,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Black or African American,Male
UOF002135,S79416,A001,Riverbend Police Department,Municipal Police,2021-09-24,2021-09,Other,Public Request for Service,City,Unknown,Male,35 to 44,Yes,None Found,Yes,Assaultive,Impact Weapon,Yes,No,Unknown,Male
UOF002136,S59248,A001,Riverbend Police Department,Municipal Police,2021-09-18,2021-09,Warrant,Individual Officer/Unit Initiated,City,Unknown,Male,25 to 34,Yes,Firearm,Yes,Threat of Deadly Force,Physical Control,No,No,Unknown,Male
UOF002137,S08347,A001,Riverbend Police Department,Municipal Police,2021-09-07,2021-09,Property Offense,Public Request for Service,City,White,Male,18 to 24,Yes,Blunt Object,Yes,Assaultive,Firearm Discharge,Yes,No,Unknown,Male
UOF002138,S39875,A001,Riverbend Police Department,Municipal Police,2021-09-12,2021-09,Offense Against Person,Individual Officer/Unit Initiated,Unincorporated Area,White,Male,45 to 54,Yes,Firearm,No,Active Resistance,Physical Control,No,Yes,White,Male
UOF002139,S07839,A001,Riverbend Police Department,Municipal Police,2021-09-28,2021-09,Property Offense,Individual Officer/Unit Initiated,City,Unknown,Male,35 to 44,Yes,Edged Object,Yes,Assaultive,Physical Control,Yes,No,Asian,Male
UOF002140,S32002,A001,Riverbend Police Department,Municipal Police,2021-09-06,2021-09,Property Offense,Public Request for Service,City,Hispanic or Latino,Male,55 and over,Yes,Edged Object,Yes,Passive Resistance,Chemical Agent,No,No,Unknown,Male
UOF002141,S72912,A001,Riverbend Police Department,Municipal Police,2021-09-15,2021-09,Public Order Offense,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Black or African American,Male
UOF002142,S71377,A001,Riverbend Police Department,Municipal Police,2021-09-17,2021-09,Civil Caretaking,Individual Officer/Unit Initiated,City,Black or African American,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,ECW,Yes,No,Unknown,Male
UOF002143,S55387,A001,Riverbend Police Department,Municipal Police,2021-09-15,2021-09,Warrant,Individual Officer/Unit Initiated,City,Hispanic or Latino,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,ECW,No,No,Black or African American,Female
UOF002144,S18484,A001,Riverbend Police Department,Municipal Police,2021-09-06,2021-09,Property Offense,Public Request for Service,Interstate Highway,Unknown,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Chemical Agent,No,Yes,White,Male
UOF002145,S13116,A001,Riverbend Police Department,Municipal Police,2021-09-08,2021-09,Offense Against Person,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,Yes,Passive Resistance,Vehicle Intervention,Yes,No,Hispanic or Latino,Male
UOF002146,S47396,A001,Riverbend Police Department,Municipal Police,2021-09-22,2021-09,Offense Against Person,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,No,None,Less Lethal Projectile,No,Yes,White,Male
UOF002147,S19930,A001,Riverbend Police Department,Municipal Police,2021-09-20,2021-09,Property Offense,Public Request for Service,Unincorporated Area,White,Male,35 to 44,No,Not Applicable,Yes,Assaultive,ECW,No,No,White,Male
UOF002148,S84536,A001,Riverbend Police Department,Municipal Police,2021-09-18,2021-09,Property Offense,Individual Officer/Unit Initiated,Unincorporated Area,Black or African American,Male,18 to 24,Yes,Edged Object,Yes,Threat of Deadly Force,Less Lethal Projectile,No,No,White,Male
UOF002149,S24606,A001,Riverbend Police Department,Municipal Police,2021-09-28,2021-09,Warrant,Planned Activities,City,Unknown,Male,35 to 44,No,Not Applicable,No,Passive Resistance,Physical Control,No,No,White,Male
UOF002150,S47709,A001,Riverbend Police Department,Municipal Police,2021-09-23,2021-09,Vehicle Stop,Public Request for Service,State Highway,White,Male,45 to 54,No,Not Applicable,No,Active Resistance,Physical Control,Yes,Yes,Asian,Male
UOF002151,S65160,A001,Riverbend Police Department,Municipal Police,2021-09-09,2021-09,Property Offense,Individual Officer/Unit Initiated,City,Unknown,Male,25 to 34,Yes,Edged Object,Yes,None,Physical Control,No,No,Unknown,Male
UOF002152,S44496,A001,Riverbend Police Department,Municipal Police,2021-09-19,2021-09,Property Offense,Public Request for Service,Unincorporated Area,Hispanic or Latino,Male,25 to 34,Yes,Edged Object,Yes,Passive Resistance,Impact Weapon,Yes,No,Unknown,Male
UOF002153,S36979,A001,Riverbend Police Department,Municipal Police,2021-09-28,2021-09,Vehicle Stop,Agency Request for Service,Unincorporated Area,Unknown,Female,18 to 24,No,Not Applicable,Yes,Active Resistance,Vehicle Intervention,Yes,No,Asian,Male
UOF002154,S79036,A001,Riverbend Police Department,Municipal Police,2021-09-03,2021-09,Warrant,Individual Officer/Unit Initiated,City,Unknown,Male,25 to 34,No,Not Applicable,No,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF002155,S07152,A001,Riverbend Police Department,Municipal Police,2021-09-20,2021-09,Vehicle Stop,Public Request for Service,Unincorporated Area,Unknown,Male,35 to 44,No,Not Applicable,Yes,Passive Resistance,Physical Control,Yes,No,Unknown,Male
UOF002156,S53679,A001,Riverbend Police Department,Municipal Police,2021-09-17,2021-09,Offense Against Person,Public Request for Service,City,Unknown,Female,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF002157,S37662,A001,Riverbend Police Department,Municipal Police,2021-09-28,2021-09,Vehicle Stop,Individual Officer/Unit Initiated,Unincorporated Area,Multiple Races/Ethnicities,Female,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF002158,S27093,A001,Riverbend Police Department,Municipal Police,2021-09-25,2021-09,Vehicle Stop,Public Request for Service,City,White,Male,Under 18,No,Not Applicable,No,None,Physical Control,No,No,Hispanic or Latino,Male
UOF002159,S20569,A001,Riverbend Police Department,Municipal Police,2021-09-26,2021-09,Offense Against Person,Planned Activities,City,White,Male,Under 18,No,Not Applicable,No,None,Physical Control,No,No,Unknown,Female
UOF002160,S19728,A001,Riverbend Police Department,Municipal Police,2021-09-05,2021-09,Offense Against Person,Planned Activities,City,White,Female,25 to 34,No,Not Applicable,Yes,Active Resistance,Vehicle Intervention,No,No,Unknown,Male
UOF002161,S14538,A001,Riverbend Police Department,Municipal Police,2021-09-07,2021-09,Warrant,Public Request for Service,City,Unknown,Female,25 to 34,No,Not Applicable,Yes,Assaultive,Impact Weapon,Yes,No,Unknown,Male
UOF002162,S60875,A001,Riverbend Police Department,Municipal Police,2021-09-01,2021-09,Offense Against Person,Individual Officer/Unit Initiated,City,Multiple Races/Ethnicities,Male,35 to 44,Yes,Firearm,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF002163,S43933,A001,Riverbend Police Department,Municipal Police,2021-09-26,2021-09,Public Order Offense,Public Request for Service,State Highway,Unknown,Male,55 and over,No,Not Applicable,Yes,Passive Resistance,Physical Control,Yes,No,Hawaiian or Pacific Islander,Male
UOF002164,S60307,A001,Riverbend Police Department,Municipal Police,2021-09-03,2021-09,Property Offense,Individual Officer/Unit Initiated,City,White,Male,45 to 54,No,Not Applicable,No,None,Physical Control,No,No,White,Male
UOF002165,S74041,A001,Riverbend Police Department,Municipal Police,2021-09-28,2021-09,Offense Against Person,Public Request for Service,City,Hispanic or Latino,Male,18 to 24,Yes,Edged Object,Yes,Active Resistance,ECW,Yes,No,White,Male
UOF002166,S12020,A001,Riverbend Police Department,Municipal Police,2021-09-05,2021-09,Property Offense,Planned Activities,City,White,Male,25 to 34,No,Not Applicable,Yes,Assaultive,Physical Control,No,No,Unknown,Male
UOF002167,S78541,A001,Riverbend Police Department,Municipal Police,2021-09-01,2021-09,Offense Against Person,Public Request for Service,Unincorporated Area,Multiple Races/Ethnicities,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Black or African American,Male
UOF002168,S33037,A001,Riverbend Police Department,Municipal Police,2021-09-09,2021-09,Property Offense,Individual Officer/Unit Initiated,City,Unknown,Male,18 to 24,Yes,Edged Object,Yes,Active Resistance,Physical Control,Yes,Yes,Hispanic or Latino,Male
UOF002169,S22109,A001,Riverbend Police Department,Municipal Police,2021-09-12,2021-09,Property Offense,Individual Officer/Unit Initiated,City,Unknown,Male,35 to 44,No,Not Applicable,No,Passive Resistance,Physical Control,Yes,Yes,Asian,Male
UOF002170,S59528,A001,Riverbend Police Department,Municipal Police,2021-09-01,2021-09,Public Order Offense,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF002171,S02906,A001,Riverbend Police Department,Municipal Police,2021-09-07,2021-09,Offense Against Person,Individual Officer/Unit Initiated,Unincorporated Area,Unknown,Male,35 to 44,No,Not Applicable,Yes,None,Physical Control,No,No,White,Male
UOF002172,S36533,A001,Riverbend Police Department,Municipal Police,2021-09-24,2021-09,Public Order Offense,Agency Request for Service,City,White,Male,25 to 34,Yes,Firearm,Yes,Passive Resistance,Physical Control,No,Yes,White,Male
UOF002173,S45472,A001,Riverbend Police Department,Municipal Police,2021-10-05,2021-10,Offense Against Person,Individual Officer/Unit Initiated,Interstate Highway,Hispanic or Latino,Male,18 to 24,Yes,Blunt Object,No,Active Resistance,Physical Control,Yes,No,Unknown,Male
UOF002174,S65603,A001,Riverbend Police Department,Municipal Police,2021-10-14,2021-10,Offense Against Person,Agency Request for Service,City,Unknown,Male,25 to 34,Yes,None Found,Yes,Assaultive,ECW,No,No,White,Male
UOF002175,S07979,A001,Riverbend Police Department,Municipal Police,2021-10-18,2021-10,Public Order Offense,Public Request for Service,Unincorporated Area,American Indian or Alaska Native,Male,35 to 44,Yes,Firearm,No,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF002176,S76711,A001,Riverbend Police Department,Municipal Police,2021-10-01,2021-10,Offense Against Person,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Physical Control,Yes,Yes,White,Male
UOF002177,S27311,A001,Riverbend Police Department,Municipal Police,2021-10-19,2021-10,Property Offense,Public Request for Service,City,White,Female,18 to 24,Yes,Firearm,No,Active Resistance,Physical Control,Yes,No,White,Male
UOF002178,S10775,A001,Riverbend Police Department,Municipal Police,2021-10-20,2021-10,Vehicle Stop,Public Request for Service,City,Hispanic or Latino,Male,35 to 44,Yes,Edged Object,Yes,Assaultive,ECW,No,Yes,White,Male
UOF002179,S63339,A001,Riverbend Police Department,Municipal Police,2021-10-17,2021-10,Offense Against Person,Individual Officer/Unit Initiated,State Highway,White,Male,18 to 24,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF002180,S75960,A001,Riverbend Police Department,Municipal Police,2021-10-16,2021-10,Civil Caretaking,Individual Officer/Unit Initiated,City,Unknown,Male,45 to 54,No,Not Applicable,Yes,Assaultive,Vehicle Intervention,No,No,Black or African American,Male
UOF002181,S79838,A001,Riverbend Police Department,Municipal Police,2021-10-27,2021-10,Property Offense,Individual Officer/Unit Initiated,Interstate Highway,Hispanic or Latino,Male,25 to 34,Yes,ECW,No,Passive Resistance,Physical Control,No,No,Black or African American,Male
UOF002182,S88068,A001,Riverbend Police Department,Municipal Police,2021-10-08,2021-10,Offense Against Person,Agency Request for Service,City,Black or African American,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Physical Control,No,Yes,Hispanic or Latino,Male
UOF002183,S30988,A001,Riverbend Police Department,Municipal Police,2021-10-31,2021-10,Warrant,Agency Request for Service,City,White,Male,35 to 44,No,Not Applicable,Yes,None,Physical Control,Yes,No,White,Male
UOF002184,S28878,A001,Riverbend Police Department,Municipal Police,2021-10-26,2021-10,Offense Against Person,Public Request for Service,City,White,Male,45 to 54,Yes,Blunt Object,Yes,Active Resistance,Impact Weapon,No,No,Unknown,Male
UOF002185,S33833,A001,Riverbend Police Department,Municipal Police,2021-10-24,2021-10,Vehicle Stop,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,No,Active Resistance,Physical Control,No,No,White,Male
UOF002186,S42020,A001,Riverbend Police Department,Municipal Police,2021-10-25,2021-10,Offense Against Person,Public Request for Service,City,Unknown,Male,45 to 54,No,Not Applicable,Yes,Active Resistance,Vehicle Intervention,No,No,White,Male
UOF002187,S29248,A001,Riverbend Police Department,Municipal Police,2021-10-29,2021-10,Property Offense,Public Request for Service,City,Black or African American,Male,25 to 34,Yes,None Found,Yes,Threat of Deadly Force,Impact Weapon,No,Yes,Unknown,Male
UOF002188,S24699,A001,Riverbend Police Department,Municipal Police,2021-10-22,2021-10,Warrant,Public Request for Service,City,Hispanic or Latino,Male,35 to 44,Yes,Edged Object,Yes,Active Resistance,Physical Control,No,Yes,Black or African American,Male
UOF002189,S50358,A001,Riverbend Police Department,Municipal Police,2021-10-15,2021-10,Offense Against Person,Agency Request for Service,City,White,Male,35 to 44,No,Not Applicable,No,Active Resistance,Physical Control,No,No,Unknown,Male
UOF002190,S57312,A001,Riverbend Police Department,Municipal Police,2021-10-05,2021-10,Offense Against Person,Public Request for Service,City,Hispanic or Latino,Male,55 and over,Yes,None Found,Yes,Passive Resistance,Physical Control,Yes,No,White,Male
UOF002191,S01830,A001,Riverbend Police Department,Municipal Police,2021-10-19,2021-10,Offense Against Person,Agency Request for Service,City,Black or African American,Male,35 to 44,No,Not Applicable,Yes,Assaultive,ECW,Yes,No,American Indian or Alaska Native,Male
UOF002192,S86038,A001,Riverbend Police Department,Municipal Police,2021-10-18,2021-10,Offense Against Person,Public Request for Service,City,Hispanic or Latino,Male,55 and over,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF002193,S37649,A001,Riverbend Police Department,Municipal Police,2021-10-24,2021-10,Property Offense,Individual Officer/Unit Initiated,Unincorporated Area,Hawaiian or Pacific Islander,Male,45 to 54,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF002194,S76724,A001,Riverbend Police Department,Municipal Police,2021-10-26,2021-10,Property Offense,Individual Officer/Unit Initiated,City,Black or African American,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF002195,S53500,A001,Riverbend Police Department,Municipal Police,2021-10-06,2021-10,Property Offense,Unknown,City,White,Female,25 to 34,No,Not Applicable,No,Assaultive,ECW,No,No,White,Male
UOF002196,S59057,A001,Riverbend Police Department,Municipal Police,2021-10-03,2021-10,Public Order Offense,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF002197,S00410,A001,Riverbend Police Department,Municipal Police,2021-10-09,2021-10,Offense Against Person,Agency Request for Service,City,White,Male,25 to 34,Yes,Edged Object,Yes,Active Resistance,Physical Control,No,No,Unknown,Male
UOF002198,S25396,A001,Riverbend Police Department,Municipal Police,2021-10-22,2021-10,Offense Against Person,Public Request for Service,City,Black or African American,Male,25 to 34,No,Not Applicable,Yes,None,ECW,No,No,Unknown,Male
UOF002199,S63187,A001,Riverbend Police Department,Municipal Police,2021-10-10,2021-10,Offense Against Person,Agency Request for Service,Unincorporated Area,Unknown,Female,35 to 44,Yes,None Found,No,Assaultive,Physical Control,No,No,American Indian or Alaska Native,Male
UOF002200,S08182,A001,Riverbend Police Department,Municipal Police,2021-10-22,2021-10,Public Order Offense,Individual Officer/Unit Initiated,City,Black or African American,Male,35 to 44,Yes,Firearm,Yes,Passive Resistance,Physical Control,Yes,No,White,Male
UOF002201,S60933,A001,Riverbend Police Department,Municipal Police,2021-10-18,2021-10,Other,Public Request for Service,Unincorporated Area,White,Male,18 to 24,No,Not Applicable,Yes,Assaultive,Physical Control,No,No,Hispanic or Latino,Female
UOF002202,S65993,A001,Riverbend Police Department,Municipal Police,2021-10-26,2021-10,Offense Against Person,Public Request for Service,Unincorporated Area,White,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Physical Control,No,No,White,Male
UOF002203,S37857,A001,Riverbend Police Department,Municipal Police,2021-10-13,2021-10,Vehicle Stop,Individual Officer/Unit Initiated,City,White,Male,25 to 34,No,Not Applicable,Yes,Assaultive,ECW,Yes,No,Asian,Male
UOF002204,S81840,A001,Riverbend Police Department,Municipal Police,2021-10-05,2021-10,Warrant,Unknown,Unincorporated Area,Black or African American,Male,35 to 44,Yes,Firearm,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF002205,S64849,A001,Riverbend Police Department,Municipal Police,2021-10-01,2021-10,Offense Against Person,Public Request for Service,City,White,Female,35 to 44,No,Not Applicable,Yes,Active Resistance,Impact Weapon,No,Yes,White,Male
UOF002206,S34289,A001,Riverbend Police Department,Municipal Police,2021-10-23,2021-10,Offense Against Person,Public Request for Service,City,White,Male,18 to 24,Yes,Firearm,Yes,Assaultive,ECW,Yes,No,Unknown,Male
UOF002207,S78840,A001,Riverbend Police Department,Municipal Police,2021-10-28,2021-10,Public Order Offense,Public Request for Service,City,Hispanic or Latino,Male,25 to 34,No,Not Applicable,Yes,Assaultive,Physical Control,No,No,Unknown,Male
UOF002208,S03712,A001,Riverbend Police Department,Municipal Police,2021-10-14,2021-10,Warrant,Public Request for Service,City,Unknown,Male,25 to 34,Yes,Edged Object,No,Assaultive,ECW,No,No,White,Male
UOF002209,S14844,A001,Riverbend Police Department,Municipal Police,2021-10-29,2021-10,Property Offense,Public Request for Service,City,American Indian or Alaska Native,Female,25 to 34,Yes,Firearm,No,Active Resistance,Physical Control,No,No,White,Male
UOF002210,S35248,A001,Riverbend Police Department,Municipal Police,2021-10-10,2021-10,Property Offense,Public Request for Service,Unincorporated Area,White,Male,45 to 54,Yes,Firearm,No,Active Resistance,Physical Control,No,No,Unknown,Male
UOF002211,S28514,A001,Riverbend Police Department,Municipal Police,2021-10-16,2021-10,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,25 to 34,No,Not Applicable,Yes,None,Physical Control,Yes,No,Unknown,Male
UOF002212,S42448,A001,Riverbend Police Department,Municipal Police,2021-10-12,2021-10,Offense Against Person,Individual Officer/Unit Initiated,City,White,Male,18 to 24,No,Not Applicable,No,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF002213,S73202,A001,Riverbend Police Department,Municipal Police,2021-10-05,2021-10,Vehicle Stop,Individual Officer/Unit Initiated,Unincorporated Area,White,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Black or African American,Male
