agency_id,year_month,incident_type,n_calls
A003,2020-06,Vehicle Stop,928
A003,2020-06,Warrant,71
A003,2020-07,Civil Caretaking,781
A003,2020-07,Offense Against Person,329
A003,2020-07,Other,1145
A003,2020-07,Pedestrian Stop,128
A003,2020-07,Property Offense,449
A003,2020-07,Public Order Offense,714
A003,2020-07,Vehicle Stop,1009
A003,2020-07,Warrant,107
A003,2020-08,Civil Caretaking,716
A003,2020-08,Offense Against Person,365
A003,2020-08,Other,1255
A003,2020-08,Pedestrian Stop,133
A003,2020-08,Property Offense,541
A003,2020-08,Public Order Offense,774
A003,2020-08,Vehicle Stop,949
A003,2020-08,Warrant,70
A003,2020-09,Civil Caretaking,948
A003,2020-09,Offense Against Person,308
A003,2020-09,Other,1270
A003,2020-09,Pedestrian Stop,120
A003,2020-09,Property Offense,531
A003,2020-09,Public Order Offense,729
A003,2020-09,Vehicle Stop,976
A003,2020-09,Warrant,67
A003,2020-10,Civil Caretaking,866
A003,2020-10,Offense Against Person,242
A003,2020-10,Other,1088
A003,2020-10,Pedestrian Stop,166
A003,2020-10,Property Offense,491
A003,2020-10,Public Order Offense,692
A003,2020-10,Vehicle Stop,902
A003,2020-10,Warrant,93
A003,2020-11,Civil Caretaking,1012
A003,2020-11,Offense Against Person,229
A003,2020-11,Other,1060
A003,2020-11,Pedestrian Stop,116
A003,2020-11,Property Offense,450
A003,2020-11,Public Order Offense,510
A003,2020-11,Vehicle Stop,828
A003,2020-11,Warrant,89
A003,2020-12,Civil Caretaking,1046
A003,2020-12,Offense Against Person,220
A003,2020-12,Other,938
A003,2020-12,Pedestrian Stop,106
A003,2020-12,Property Offense,388
A003,2020-12,Public Order Offense,566
A003,2020-12,Vehicle Stop,742
A003,2020-12,Warrant,84
A003,2021-01,Civil Caretaking,1095
A003,2021-01,Offense Against Person,182
A003,2021-01,Other,1017
A003,2021-01,Pedestrian Stop,109
A003,2021-01,Property Offense,396
A003,2021-01,Public Order Offense,568
A003,2021-01,Vehicle Stop,804
A003,2021-01,Warrant,86
A003,2021-02,Civil Caretaking,990
A003,2021-02,Offense Against Person,222
A003,2021-02,Other,1041
A003,2021-02,Pedestrian Stop,106
A003,2021-02,Property Offense,371
A003,2021-02,Public Order Offense,552
A003,2021-02,Vehicle Stop,723
A003,2021-02,Warrant,81
A003,2021-03,Civil Caretaking,949
A003,2021-03,Offense Against Person,260
A003,2021-03,Other,1112
A003,2021-03,Pedestrian Stop,105
A003,2021-03,Property Offense,370
A003,2021-03,Public Order Offense,623
A003,2021-03,Vehicle Stop,782
A003,2021-03,Warrant,96
A003,2021-04,Civil Caretaking,953
A003,2021-04,Offense Against Person,287
A003,2021-04,Other,1042
A003,2021-04,Pedestrian Stop,110
A003,2021-04,Property Offense,400
A003,2021-04,Public Order Offense,727
A003,2021-04,Vehicle Stop,906
A003,2021-04,Warrant,105
A003,2021-05,Civil Caretaking,924
A003,2021-05,Offense Against Person,290
A003,2021-05,Other,1235
A003,2021-05,Pedestrian Stop,136
A003,2021-05,Property Offense,390
A003,2021-05,Public Order Offense,723
A003,2021-05,Vehicle Stop,912
A003,2021-05,Warrant,80
A003,2021-06,Civil Caretaking,870
A003,2021-06,Offense Against Person,373
A003,2021-06,Other,1319
A003,2021-06,Pedestrian Stop,154
A003,2021-06,Property Offense,488
A003,2021-06,Public Order Offense,698
A003,2021-06,Vehicle Stop,944
A003,2021-06,Warrant,89
A003,2021-07,Civil Caretaking,842
A003,2021-07,Offense Against Person,308
A003,2021-07,Other,1342
A003,2021-07,Pedestrian Stop,129
A003,2021-07,Property Offense,525
A003,2021-07,Public Order Offense,692
A003,2021-07,Vehicle Stop,943
A003,2021-07,Warrant,70
A003,2021-08,Civil Caretaking,832
A003,2021-08,Offense Against Person,313
A003,2021-08,Other,1218
A003,2021-08,Pedestrian Stop,143
A003,2021-08,Property Offense,526
A003,2021-08,Public Order Offense,709
A003,2021-08,Vehicle Stop,898
A003,2021-08,Warrant,66
A003,2021-09,Civil Caretaking,853
A003,2021-09,Offense Against Person,318
A003,2021-09,Other,1108
A003,2021-09,Pedestrian Stop,120
A003,2021-09,Property Offense,480
A003,2021-09,Public Order Offense,638
A003,2021-09,Vehicle Stop,827
A003,2021-09,Warrant,93
A003,2021-10,Civil Caretaking,839
A003,2021-10,Offense Against Person,238
A003,2021-10,Other,1103
A003,2021-10,Pedestrian Stop,130
A003,2021-10,Property Offense,425
A003,2021-10,Public Order Offense,669
A003,2021-10,Vehicle Stop,1017
A003,2021-10,Warrant,93
A003,2021-11,Civil Caretaking,969
A003,2021-11,Offense Against Person,247
A003,2021-11,Other,1175
A003,2021-11,Pedestrian Stop,123
A003,2021-11,Property Offense,480
A003,2021-11,Public Order Offense,587
A003,2021-11,Vehicle Stop,842
A003,2021-11,Warrant,80
A003,2021-12,Civil Caretaking,1053
A003,2021-12,Offense Against Person,213
A003,2021-12,Other,1119
A003,2021-12,Pedestrian Stop,89
A003,2021-12,Property Offense,376
A003,2021-12,Public Order Offense,506
A003,2021-12,Vehicle Stop,873
A003,2021-12,Warrant,73
A003,2022-01,Civil Caretaking,961
A003,2022-01,Offense Against Person,203
A003,2022-01,Other,1114
A003,2022-01,Pedestrian Stop,106
A003,2022-01,Property Offense,381
A003,2022-01,Public Order Offense,573
A003,2022-01,Vehicle Stop,791
A003,2022-01,Warrant,66
A003,2022-02,Civil Caretaking,1024
A003,2022-02,Offense Against Person,234
A003,2022-02,Other,985
A003,2022-02,Pedestrian Stop,103
A003,2022-02,Property Offense,409
A003,2022-02,Public Order Offense,533
A003,2022-02,Vehicle Stop,863
A003,2022-02,Warrant,110
A003,2022-03,Civil Caretaking,1042
A003,2022-03,Offense Against Person,232
A003,2022-03,Other,1117
A003,2022-03,Pedestrian Stop,116
A003,2022-03,Property Offense,429
A003,2022-03,Public Order Offense,580
A003,2022-03,Vehicle Stop,718
A003,2022-03,Warrant,82
A003,2022-04,Civil Caretaking,873
A003,2022-04,Offense Against Person,300
A003,2022-04,Other,1171
A003,2022-04,Pedestrian Stop,128
A003,2022-04,Property Offense,427
A003,2022-04,Public Order Offense,614
A003,2022-04,Vehicle Stop,915
A003,2022-04,Warrant,87
A003,2022-05,Civil Caretaking,843
A003,2022-05,Offense Against Person,327
A003,2022-05,Other,1136
A003,2022-05,Pedestrian Stop,130
A003,2022-05,Property Offense,430
A003,2022-05,Public Order Offense,673
A003,2022-05,Vehicle Stop,890
A003,2022-05,Warrant,81
A003,2022-06,Civil Caretaking,785
A003,2022-06,Offense Against Person,331
A003,2022-06,Other,1131
A003,2022-06,Pedestrian Stop,115
A003,2022-06,Property Offense,463
A003,2022-06,Public Order Offense,768
A003,2022-06,Vehicle Stop,869
A003,2022-06,Warrant,86
A003,2022-07,Civil Caretaking,931
A003,2022-07,Offense Against Person,300
A003,2022-07,Other,1232
A003,2022-07,Pedestrian Stop,133
A003,2022-07,Property Offense,524
A003,2022-07,Public Order Offense,780
A003,2022-07,Vehicle Stop,933
A003,2022-07,Warrant,110
A003,2022-08,Civil Caretaking,830
A003,2022-08,Offense Against Person,297
A003,2022-08,Other,1105
A003,2022-08,Pedestrian Stop,139
A003,2022-08,Property Offense,569
A003,2022-08,Public Order Offense,740
A003,2022-08,Vehicle Stop,889
A003,2022-08,Warrant,74
A003,2022-09,Civil Caretaking,955
A003,2022-09,Offense Against Person,312
A003,2022-09,Other,1137
A003,2022-09,Pedestrian Stop,149
A003,2022-09,Property Offense,514
A003,2022-09,Public Order Offense,740
A003,2022-09,Vehicle Stop,931
A003,2022-09,Warrant,86
A003,2022-10,Civil Caretaking,1001
A003,2022-10,Offense Against Person,289
A003,2022-10,Other,1254
A003,2022-10,Pedestrian Stop,113
A003,2022-10,Property Offense,501
A003,2022-10,Public Order Offense,667
A003,2022-10,Vehicle Stop,976
A003,2022-10,Warrant,86
A003,2022-11,Civil Caretaking,952
A003,2022-11,Offense Against Person,269
A003,2022-11,Other,1059
A003,2022-11,Pedestrian Stop,109
A003,2022-11,Property Offense,429
A003,2022-11,Public Order Offense,625
A003,2022-11,Vehicle Stop,931
A003,2022-11,Warrant,100
A003,2022-12,Civil Caretaking,1020
A003,2022-12,Offense Against Person,220
A003,2022-12,Other,1018
A003,2022-12,Pedestrian Stop,118
A003,2022-12,Property Offense,435
A003,2022-12,Public Order Offense,547
A003,2022-12,Vehicle Stop,785
A003,2022-12,Warrant,69
A003,2023-01,Civil Caretaking,928
A003,2023-01,Offense Against Person,214
A003,2023-01,Other,722
A003,2023-01,Pedestrian Stop,113
A003,2023-01,Property Offense,404
A003,2023-01,Public Order Offense,814
A003,2023-01,Vehicle Stop,762
A003,2023-01,Warrant,105
A003,2023-02,Civil Caretaking,869
A003,2023-02,Offense Against Person,249
A003,2023-02,Other,837
A003,2023-02,Pedestrian Stop,119
A003,2023-02,Property Offense,425
A003,2023-02,Public Order Offense,902
A003,2023-02,Vehicle Stop,898
A003,2023-02,Warrant,101
A003,2023-03,Civil Caretaking,1019
A003,2023-03,Offense Against Person,242
A003,2023-03,Other,801
A003,2023-03,Pedestrian Stop,134
A003,2023-03,Property Offense,370
A003,2023-03,Public Order Offense,890
A003,2023-03,Vehicle Stop,731
A003,2023-03,Warrant,78
A003,2023-04,Civil Caretaking,946
A003,2023-04,Offense Against Person,281
A003,2023-04,Other,828
A003,2023-04,Pedestrian Stop,113
A003,2023-04,Property Offense,493
A003,2023-04,Public Order Offense,1078
A003,2023-04,Vehicle Stop,804
A003,2023-04,Warrant,112
A003,2023-05,Civil Caretaking,901
A003,2023-05,Offense Against Person,321
A003,2023-05,Other,867
A003,2023-05,Pedestrian Stop,160
A003,2023-05,Property Offense,550
A003,2023-05,Public Order Offense,1077
A003,2023-05,Vehicle Stop,989
A003,2023-05,Warrant,101
A003,2023-06,Civil Caretaking,859
A003,2023-06,Offense Against Person,345
A003,2023-06,Other,980
A003,2023-06,Pedestrian Stop,148
A003,2023-06,Property Offense,568
A003,2023-06,Public Order Offense,1249
A003,2023-06,Vehicle Stop,912
A003,2023-06,Warrant,100
A003,2023-07,Civil Caretaking,892
A003,2023-07,Offense Against Person,340
A003,2023-07,Other,891
A003,2023-07,Pedestrian Stop,115
A003,2023-07,Property Offense,590
A003,2023-07,Public Order Offense,1157
A003,2023-07,Vehicle Stop,943
A003,2023-07,Warrant,69
A003,2023-08,Civil Caretaking,935
A003,2023-08,Offense Against Person,364
A003,2023-08,Other,794
A003,2023-08,Pedestrian Stop,137
A003,2023-08,Property Offense,539
A003,2023-08,Public Order Offense,1038
A003,2023-08,Vehicle Stop,1003
A003,2023-08,Warrant,97
A003,2023-09,Civil Caretaking,837
A003,2023-09,Offense Against Person,318
A003,2023-09,Other,916
A003,2023-09,Pedestrian Stop,135
A003,2023-09,Property Offense,543
A003,2023-09,Public Order Offense,1136
A003,2023-09,Vehicle Stop,903
A003,2023-09,Warrant,102
A003,2023-10,Civil Caretaking,903
A003,2023-10,Offense Against Person,285
A003,2023-10,Other,757
A003,2023-10,Pedestrian Stop,128
A003,2023-10,Property Offense,454
A003,2023-10,Public Order Offense,907
A003,2023-10,Vehicle Stop,917
A003,2023-10,Warrant,95
A003,2023-11,Civil Caretaking,1069
A003,2023-11,Offense Against Person,212
A003,2023-11,Other,799
A003,2023-11,Pedestrian Stop,115
A003,2023-11,Property Offense,399
A003,2023-11,Public Order Offense,947
A003,2023-11,Vehicle Stop,965
A003,2023-11,Warrant,92
A003,2023-12,Civil Caretaking,1006
A003,2023-12,Offense Against Person,230
A003,2023-12,Other,818
A003,2023-12,Pedestrian Stop,91
A003,2023-12,Property Offense,465
A003,2023-12,Public Order Offense,862
A003,2023-12,Vehicle Stop,877
A003,2023-12,Warrant,89
A003,2024-01,Civil Caretaking,1045
A003,2024-01,Offense Against Person,242
A003,2024-01,Other,721
A003,2024-01,Pedestrian Stop,95
A003,2024-01,Property Offense,386
A003,2024-01,Public Order Offense,821
A003,2024-01,Vehicle Stop,841
A003,2024-01,Warrant,71
A003,2024-02,Civil Caretaking,1111
A003,2024-02,Offense Against Person,217
A003,2024-02,Other,846
A003,2024-02,Pedestrian Stop,112
A003,2024-02,Property Offense,368
A003,2024-02,Public Order Offense,965
A003,2024-02,Vehicle Stop,890
A003,2024-02,Warrant,88
A003,2024-03,Civil Caretaking,1040
A003,2024-03,Offense Against Person,266
A003,2024-03,Other,741
A003,2024-03,Pedestrian Stop,135
A003,2024-03,Property Offense,410
A003,2024-03,Public Order Offense,942
A003,2024-03,Vehicle Stop,862
A003,2024-03,Warrant,92
A003,2024-04,Civil Caretaking,1008
A003,2024-04,Offense Against Person,265
A003,2024-04,Other,888
A003,2024-04,Pedestrian Stop,116
A003,2024-04,Property Offense,410
A003,2024-04,Public Order Offense,1032
A003,2024-04,Vehicle Stop,870
A003,2024-04,Warrant,85
A003,2024-05,Civil Caretaking,941
A003,2024-05,Offense Against Person,326
A003,2024-05,Other,846
A003,2024-05,Pedestrian Stop,142
A003,2024-05,Property Offense,556
A003,2024-05,Public Order Offense,1099
A003,2024-05,Vehicle Stop,947
A003,2024-05,Warrant,88
A003,2024-06,Civil Caretaking,850
A003,2024-06,Offense Against Person,377
A003,2024-06,Other,867
A003,2024-06,Pedestrian Stop,171
A003,2024-06,Property Offense,551
A003,2024-06,Public Order Offense,1176
A003,2024-06,Vehicle Stop,998
A003,2024-06,Warrant,66
A003,2024-07,Civil Caretaking,909
A003,2024-07,Offense Against Person,370
A003,2024-07,Other,833
A003,2024-07,Pedestrian Stop,160
A003,2024-07,Property Offense,580
A003,2024-07,Public Order Offense,1107
A003,2024-07,Vehicle Stop,1009
A003,2024-07,Warrant,91
A003,2024-08,Civil Caretaking,818
A003,2024-08,Offense Against Person,358
A003,2024-08,Other,928
A003,2024-08,Pedestrian Stop,141
A003,2024-08,Property Offense,530
A003,2024-08,Public Order Offense,1193
A003,2024-08,Vehicle Stop,1018
A003,2024-08,Warrant,87
A003,2024-09,Civil Caretaking,937
A003,2024-09,Offense Against Person,346
A003,2024-09,Other,816
A003,2024-09,Pedestrian Stop,155
A003,2024-09,Property Offense,509
A003,2024-09,Public Order Offense,1176
A003,2024-09,Vehicle Stop,1085
A003,2024-09,Warrant,65
A003,2024-10,Civil Caretaking,1017
A003,2024-10,Offense Against Person,274
A003,2024-10,Other,874
A003,2024-10,Pedestrian Stop,111
A003,2024-10,Property Offense,486
A003,2024-10,Public Order Offense,1082
A003,2024-10,Vehicle Stop,955
A003,2024-10,Warrant,84
A003,2024-11,Civil Caretaking,960
A003,2024-11,Offense Against Person,252
A003,2024-11,Other,787
A003,2024-11,Pedestrian Stop,125
A003,2024-11,Property Offense,453
A003,2024-11,Public Order Offense,941
A003,2024-11,Vehicle Stop,960
A003,2024-11,Warrant,80
A003,2024-12,Civil Caretaking,1078
A003,2024-12,Offense Against Person,214
A003,2024-12,Other,731
A003,2024-12,Pedestrian Stop,115
A003,2024-12,Property Offense,488
A003,2024-12,Public Order Offense,884
A003,2024-12,Vehicle Stop,1019
A003,2024-12,Warrant,98
A003,2025-01,Civil Caretaking,978
A003,2025-01,Offense Against Person,217
A003,2025-01,Other,722
A003,2025-01,Pedestrian Stop,107
A003,2025-01,Property Offense,451
A003,2025-01,Public Order Offense,891
A003,2025-01,Vehicle Stop,802
A003,2025-01,Warrant,79
A003,2025-02,Civil Caretaking,984
A003,2025-02,Offense Against Person,248
A003,2025-02,Other,738
A003,2025-02,Pedestrian Stop,101
A003,2025-02,Property Offense,467
A003,2025-02,Public Order Offense,864
A003,2025-02,Vehicle Stop,828
A003,2025-02,Warrant,103
A003,2025-03,Civil Caretaking,990
A003,2025-03,Offense Against Person,231
A003,2025-03,Other,768
A003,2025-03,Pedestrian Stop,120
A003,2025-03,Property Offense,450
A003,2025-03,Public Order Offense,939
A003,2025-03,Vehicle Stop,941
A003,2025-03,Warrant,86
A003,2025-04,Civil Caretaking,992
A003,2025-04,Offense Against Person,290
A003,2025-04,Other,851
A003,2025-04,Pedestrian Stop,108
A003,2025-04,Property Offense,442
A003,2025-04,Public Order Offense,1075
A003,2025-04,Vehicle Stop,879
A003,2025-04,Warrant,85
A003,2025-05,Civil Caretaking,998
A003,2025-05,Offense Against Person,302
A003,2025-05,Other,780
A003,2025-05,Pedestrian Stop,138
A003,2025-05,Property Offense,431
A003,2025-05,Public Order Offense,1143
A003,2025-05,Vehicle Stop,901
A003,2025-05,Warrant,102
A003,2025-06,Civil Caretaking,855
A003,2025-06,Offense Against Person,344
A003,2025-06,Other,850
A003,2025-06,Pedestrian Stop,130
A003,2025-06,Property Offense,577
A003,2025-06,Public Order Offense,1177
A003,2025-06,Vehicle Stop,1070
A003,2025-06,Warrant,113
A003,2025-07,Civil Caretaking,1028
A003,2025-07,Offense Against Person,328
A003,2025-07,Other,867
A003,2025-07,Pedestrian Stop,141
A003,2025-07,Property Offense,642
A003,2025-07,Public Order Offense,1220
A003,2025-07,Vehicle Stop,1092
A003,2025-07,Warrant,98
A003,2025-08,Civil Caretaking,890
A003,2025-08,Offense Against Person,396
A003,2025-08,Other,960
A003,2025-08,Pedestrian Stop,140
A003,2025-08,Property Offense,539
A003,2025-08,Public Order Offense,1258
A003,2025-08,Vehicle Stop,1135
A003,2025-08,Warrant,98
A003,2025-09,Civil Caretaking,825
A003,2025-09,Offense Against Person,288
A003,2025-09,Other,828
A003,2025-09,Pedestrian Stop,108
A003,2025-09,Property Offense,537
A003,2025-09,Public Order Offense,1100
A003,2025-09,Vehicle Stop,1033
A003,2025-09,Warrant,103
A003,2025-10,Civil Caretaking,1031
A003,2025-10,Offense Against Person,293
A003,2025-10,Other,946
A003,2025-10,Pedestrian Stop,132
A003,2025-10,Property Offense,595
A003,2025-10,Public Order Offense,1056
A003,2025-10,Vehicle Stop,965
A003,2025-10,Warrant,67
A003,2025-11,Civil Caretaking,1139
A003,2025-11,Offense Against Person,246
A003,2025-11,Other,846
A003,2025-11,Pedestrian Stop,124
A003,2025-11,Property Offense,446
A003,2025-11,Public Order Offense,938
A003,2025-11,Vehicle Stop,928
A003,2025-11,Warrant,88
A003,2025-12,Civil Caretaking,1014
A003,2025-12,Offense Against Person,260
A003,2025-12,Other,728
A003,2025-12,Pedestrian Stop,116
A003,2025-12,Property Offense,407
A003,2025-12,Public Order Offense,890
A003,2025-12,Vehicle Stop,879
A003,2025-12,Warrant,108
A003,2026-01,Civil Caretaking,1068
A003,2026-01,Offense Against Person,202
A003,2026-01,Other,759
A003,2026-01,Pedestrian Stop,101
A003,2026-01,Property Offense,508
A003,2026-01,Public Order Offense,871
A003,2026-01,Vehicle Stop,838
A003,2026-01,Warrant,105
A003,2026-02,Civil Caretaking,1014
A003,2026-02,Offense Against Person,200
A003,2026-02,Other,795
A003,2026-02,Pedestrian Stop,103
A003,2026-02,Property Offense,466
A003,2026-02,Public Order Offense,862
A003,2026-02,Vehicle Stop,862
A003,2026-02,Warrant,71
A003,2026-03,Civil Caretaking,1019
A003,2026-03,Offense Against Person,247
A003,2026-03,Other,761
A003,2026-03,Pedestrian Stop,136
A003,2026-03,Property Offense,441
A003,2026-03,Public Order Offense,965
A003,2026-03,Vehicle Stop,898
A003,2026-03,Warrant,109
A003,2026-04,Civil Caretaking,1081
A003,2026-04,Offense Against Person,324
A003,2026-04,Other,818
A003,2026-04,Pedestrian Stop,172
A003,2026-04,Property Offense,401
A003,2026-04,Public Order Offense,977
A003,2026-04,Vehicle Stop,769
A003,2026-04,Warrant,79
A003,2026-05,Civil Caretaking,716
A003,2026-05,Offense Against Person,221
A003,2026-05,Other,692
A003,2026-05,Pedestrian Stop,107
A003,2026-05,Property Offense,388
A003,2026-05,Public Order Offense,814
A003,2026-05,Vehicle Stop,633
A003,2026-05,Warrant,69
A003,2026-06,Civil Caretaking,375
A003,2026-06,Offense Against Person,191
A003,2026-06,Other,417
A003,2026-06,Pedestrian Stop,76
A003,2026-06,Property Offense,218
A003,2026-06,Public Order Offense,476
A003,2026-06,Vehicle Stop,465
A003,2026-06,Warrant,55
A004,2019-01,Civil Caretaking,532
A004,2019-01,Offense Against Person,116
A004,2019-01,Other,537
A004,2019-01,Pedestrian Stop,53
A004,2019-01,Property Offense,209
A004,2019-01,Public Order Offense,337
A004,2019-01,Vehicle Stop,455
A004,2019-01,Warrant,53
A004,2019-02,Civil Caretaking,571
A004,2019-02,Offense Against Person,121
A004,2019-02,Other,573
A004,2019-02,Pedestrian Stop,63
A004,2019-02,Property Offense,234
A004,2019-02,Public Order Offense,328
A004,2019-02,Vehicle Stop,476
A004,2019-02,Warrant,47
A004,2019-03,Civil Caretaking,511
A004,2019-03,Offense Against Person,113
A004,2019-03,Other,619
A004,2019-03,Pedestrian Stop,57
A004,2019-03,Property Offense,216
A004,2019-03,Public Order Offense,303
A004,2019-03,Vehicle Stop,431
A004,2019-03,Warrant,55
A004,2019-04,Civil Caretaking,517
A004,2019-04,Offense Against Person,150
A004,2019-04,Other,617
A004,2019-04,Pedestrian Stop,76
A004,2019-04,Property Offense,218
A004,2019-04,Public Order Offense,373
A004,2019-04,Vehicle Stop,421
A004,2019-04,Warrant,48
A004,2019-05,Civil Caretaking,458
A004,2019-05,Offense Against Person,150
A004,2019-05,Other,590
A004,2019-05,Pedestrian Stop,73
A004,2019-05,Property Offense,242
A004,2019-05,Public Order Offense,389
A004,2019-05,Vehicle Stop,505
A004,2019-05,Warrant,55
A004,2019-06,Civil Caretaking,510
A004,2019-06,Offense Against Person,171
A004,2019-06,Other,723
A004,2019-06,Pedestrian Stop,79
A004,2019-06,Property Offense,254
A004,2019-06,Public Order Offense,439
A004,2019-06,Vehicle Stop,455
A004,2019-06,Warrant,46
A004,2019-07,Civil Caretaking,468
A004,2019-07,Offense Against Person,182
A004,2019-07,Other,600
A004,2019-07,Pedestrian Stop,73
A004,2019-07,Property Offense,291
A004,2019-07,Public Order Offense,423
A004,2019-07,Vehicle Stop,564
A004,2019-07,Warrant,49
A004,2019-08,Civil Caretaking,454
A004,2019-08,Offense Against Person,201
A004,2019-08,Other,610
A004,2019-08,Pedestrian Stop,76
A004,2019-08,Property Offense,258
A004,2019-08,Public Order Offense,365
A004,2019-08,Vehicle Stop,497
A004,2019-08,Warrant,44
A004,2019-09,Civil Caretaking,499
A004,2019-09,Offense Against Person,175
A004,2019-09,Other,626
A004,2019-09,Pedestrian Stop,83
A004,2019-09,Property Offense,286
A004,2019-09,Public Order Offense,358
A004,2019-09,Vehicle Stop,567
A004,2019-09,Warrant,51
A004,2019-10,Civil Caretaking,569
A004,2019-10,Offense Against Person,153
A004,2019-10,Other,699
A004,2019-10,Pedestrian Stop,93
A004,2019-10,Property Offense,246
A004,2019-10,Public Order Offense,367
A004,2019-10,Vehicle Stop,575
A004,2019-10,Warrant,46
A004,2019-11,Civil Caretaking,500
A004,2019-11,Offense Against Person,130
A004,2019-11,Other,603
A004,2019-11,Pedestrian Stop,62
A004,2019-11,Property Offense,248
A004,2019-11,Public Order Offense,330
A004,2019-11,Vehicle Stop,449
A004,2019-11,Warrant,42
A004,2019-12,Civil Caretaking,526
A004,2019-12,Offense Against Person,139
A004,2019-12,Other,619
A004,2019-12,Pedestrian Stop,67
A004,2019-12,Property Offense,222
A004,2019-12,Public Order Offense,316
A004,2019-12,Vehicle Stop,449
A004,2019-12,Warrant,48
A004,2020-01,Civil Caretaking,588
A004,2020-01,Offense Against Person,131
A004,2020-01,Other,557
A004,2020-01,Pedestrian Stop,43
A004,2020-01,Property Offense,250
A004,2020-01,Public Order Offense,213
A004,2020-01,Vehicle Stop,472
A004,2020-01,Warrant,49
A004,2020-02,Civil Caretaking,553
A004,2020-02,Offense Against Person,133
A004,2020-02,Other,655
A004,2020-02,Pedestrian Stop,65
A004,2020-02,Property Offense,230
A004,2020-02,Public Order Offense,313
A004,2020-02,Vehicle Stop,429
A004,2020-02,Warrant,47
A004,2020-03,Civil Caretaking,481
A004,2020-03,Offense Against Person,130
A004,2020-03,Other,625
A004,2020-03,Pedestrian Stop,61
A004,2020-03,Property Offense,207
A004,2020-03,Public Order Offense,289
A004,2020-03,Vehicle Stop,430
A004,2020-03,Warrant,46
A004,2020-04,Civil Caretaking,541
A004,2020-04,Offense Against Person,149
A004,2020-04,Other,559
A004,2020-04,Pedestrian Stop,96
A004,2020-04,Property Offense,239
A004,2020-04,Public Order Offense,343
A004,2020-04,Vehicle Stop,415
A004,2020-04,Warrant,46
A004,2020-05,Civil Caretaking,467
A004,2020-05,Offense Against Person,172
A004,2020-05,Other,597
A004,2020-05,Pedestrian Stop,84
A004,2020-05,Property Offense,242
A004,2020-05,Public Order Offense,408
A004,2020-05,Vehicle Stop,449
A004,2020-05,Warrant,61
A004,2020-06,Civil Caretaking,450
A004,2020-06,Offense Against Person,188
A004,2020-06,Other,600
A004,2020-06,Pedestrian Stop,76
A004,2020-06,Property Offense,308
A004,2020-06,Public Order Offense,443
A004,2020-06,Vehicle Stop,550
A004,2020-06,Warrant,54
A004,2020-07,Civil Caretaking,476
A004,2020-07,Offense Against Person,221
A004,2020-07,Other,670
A004,2020-07,Pedestrian Stop,81
A004,2020-07,Property Offense,281
A004,2020-07,Public Order Offense,422
A004,2020-07,Vehicle Stop,561
A004,2020-07,Warrant,47
A004,2020-08,Civil Caretaking,510
A004,2020-08,Offense Against Person,163
A004,2020-08,Other,700
A004,2020-08,Pedestrian Stop,69
A004,2020-08,Property Offense,310
A004,2020-08,Public Order Offense,422
A004,2020-08,Vehicle Stop,501
A004,2020-08,Warrant,51
A004,2020-09,Civil Caretaking,496
A004,2020-09,Offense Against Person,180
A004,2020-09,Other,673
A004,2020-09,Pedestrian Stop,72
A004,2020-09,Property Offense,274
A004,2020-09,Public Order Offense,383
A004,2020-09,Vehicle Stop,533
A004,2020-09,Warrant,45
A004,2020-10,Civil Caretaking,478
A004,2020-10,Offense Against Person,153
A004,2020-10,Other,646
A004,2020-10,Pedestrian Stop,59
A004,2020-10,Property Offense,260
A004,2020-10,Public Order Offense,398
A004,2020-10,Vehicle Stop,527
A004,2020-10,Warrant,50
A004,2020-11,Civil Caretaking,544
A004,2020-11,Offense Against Person,129
A004,2020-11,Other,567
A004,2020-11,Pedestrian Stop,49
A004,2020-11,Property Offense,276
A004,2020-11,Public Order Offense,306
A004,2020-11,Vehicle Stop,478
A004,2020-11,Warrant,45
A004,2020-12,Civil Caretaking,637
A004,2020-12,Offense Against Person,134
A004,2020-12,Other,597
A004,2020-12,Pedestrian Stop,52
A004,2020-12,Property Offense,228
A004,2020-12,Public Order Offense,317
A004,2020-12,Vehicle Stop,458
A004,2020-12,Warrant,26
A004,2021-01,Civil Caretaking,542
A004,2021-01,Offense Against Person,132
A004,2021-01,Other,597
A004,2021-01,Pedestrian Stop,59
A004,2021-01,Property Offense,221
A004,2021-01,Public Order Offense,304
A004,2021-01,Vehicle Stop,517
A004,2021-01,Warrant,61
A004,2021-02,Civil Caretaking,723
A004,2021-02,Offense Against Person,106
A004,2021-02,Other,588
A004,2021-02,Pedestrian Stop,51
A004,2021-02,Property Offense,226
A004,2021-02,Public Order Offense,317
A004,2021-02,Vehicle Stop,457
A004,2021-02,Warrant,71
A004,2021-03,Civil Caretaking,569
A004,2021-03,Offense Against Person,146
A004,2021-03,Other,579
A004,2021-03,Pedestrian Stop,50
A004,2021-03,Property Offense,198
A004,2021-03,Public Order Offense,326
A004,2021-03,Vehicle Stop,487
A004,2021-03,Warrant,51
A004,2021-04,Civil Caretaking,490
A004,2021-04,Offense Against Person,183
A004,2021-04,Other,635
A004,2021-04,Pedestrian Stop,55
A004,2021-04,Property Offense,240
A004,2021-04,Public Order Offense,355
A004,2021-04,Vehicle Stop,565
A004,2021-04,Warrant,45
A004,2021-05,Civil Caretaking,500
A004,2021-05,Offense Against Person,189
A004,2021-05,Other,678
