agency_id,agency_name,agency_type,year_month,incident_type,incident_detail,n_calls
A003,Harbor Point Police Department,Municipal Police,2022-04,Vehicle Stop,DUI,71
A003,Harbor Point Police Department,Municipal Police,2022-04,Vehicle Stop,Accident,181
A003,Harbor Point Police Department,Municipal Police,2022-04,Vehicle Stop,Moving violation,367
A003,Harbor Point Police Department,Municipal Police,2022-04,Vehicle Stop,Non-moving violation,120
A003,Harbor Point Police Department,Municipal Police,2022-04,Vehicle Stop,Vehicle Stop - Other,176
A003,Harbor Point Police Department,Municipal Police,2022-04,Pedestrian Stop,Pedestrian Stop,128
A003,Harbor Point Police Department,Municipal Police,2022-04,Civil Caretaking,Mental health / wellness check,213
A003,Harbor Point Police Department,Municipal Police,2022-04,Civil Caretaking,Civil infraction,112
A003,Harbor Point Police Department,Municipal Police,2022-04,Civil Caretaking,Eviction order enforcement,44
A003,Harbor Point Police Department,Municipal Police,2022-04,Civil Caretaking,Domestic order enforcement,74
A003,Harbor Point Police Department,Municipal Police,2022-04,Civil Caretaking,Civil Caretaking - Other,430
A003,Harbor Point Police Department,Municipal Police,2022-04,Warrant,Warrant,87
A003,Harbor Point Police Department,Municipal Police,2022-04,Other,Other,1171
A003,Harbor Point Police Department,Municipal Police,2022-05,Offense Against Person,Assault,94
A003,Harbor Point Police Department,Municipal Police,2022-05,Offense Against Person,Homicide,4
A003,Harbor Point Police Department,Municipal Police,2022-05,Offense Against Person,Rape,8
A003,Harbor Point Police Department,Municipal Police,2022-05,Offense Against Person,Robbery,17
A003,Harbor Point Police Department,Municipal Police,2022-05,Offense Against Person,Civil order violation,43
A003,Harbor Point Police Department,Municipal Police,2022-05,Offense Against Person,Offense Against Person - Other,161
A003,Harbor Point Police Department,Municipal Police,2022-05,Property Offense,Arson,11
A003,Harbor Point Police Department,Municipal Police,2022-05,Property Offense,Burglary,58
A003,Harbor Point Police Department,Municipal Police,2022-05,Property Offense,Theft,100
A003,Harbor Point Police Department,Municipal Police,2022-05,Property Offense,Mischief,51
A003,Harbor Point Police Department,Municipal Police,2022-05,Property Offense,Trespassing,37
A003,Harbor Point Police Department,Municipal Police,2022-05,Property Offense,Vehicle theft/prowl,45
A003,Harbor Point Police Department,Municipal Police,2022-05,Property Offense,Property Offense - Other,128
A003,Harbor Point Police Department,Municipal Police,2022-05,Public Order Offense,Public disturbance,182
A003,Harbor Point Police Department,Municipal Police,2022-05,Public Order Offense,Drug related,87
A003,Harbor Point Police Department,Municipal Police,2022-05,Public Order Offense,Sex related,34
A003,Harbor Point Police Department,Municipal Police,2022-05,Public Order Offense,Weapon related,47
A003,Harbor Point Police Department,Municipal Police,2022-05,Public Order Offense,Transit related,45
A003,Harbor Point Police Department,Municipal Police,2022-05,Public Order Offense,Public Order Offense - Other,278
A003,Harbor Point Police Department,Municipal Police,2022-05,Vehicle Stop,DUI,59
A003,Harbor Point Police Department,Municipal Police,2022-05,Vehicle Stop,Accident,169
A003,Harbor Point Police Department,Municipal Police,2022-05,Vehicle Stop,Moving violation,399
A003,Harbor Point Police Department,Municipal Police,2022-05,Vehicle Stop,Non-moving violation,97
A003,Harbor Point Police Department,Municipal Police,2022-05,Vehicle Stop,Vehicle Stop - Other,166
A003,Harbor Point Police Department,Municipal Police,2022-05,Pedestrian Stop,Pedestrian Stop,130
A003,Harbor Point Police Department,Municipal Police,2022-05,Civil Caretaking,Mental health / wellness check,188
A003,Harbor Point Police Department,Municipal Police,2022-05,Civil Caretaking,Civil infraction,121
A003,Harbor Point Police Department,Municipal Police,2022-05,Civil Caretaking,Eviction order enforcement,45
A003,Harbor Point Police Department,Municipal Police,2022-05,Civil Caretaking,Domestic order enforcement,87
A003,Harbor Point Police Department,Municipal Police,2022-05,Civil Caretaking,Civil Caretaking - Other,402
A003,Harbor Point Police Department,Municipal Police,2022-05,Warrant,Warrant,81
A003,Harbor Point Police Department,Municipal Police,2022-05,Other,Other,1136
A003,Harbor Point Police Department,Municipal Police,2022-06,Offense Against Person,Assault,114
A003,Harbor Point Police Department,Municipal Police,2022-06,Offense Against Person,Homicide,10
A003,Harbor Point Police Department,Municipal Police,2022-06,Offense Against Person,Rape,9
A003,Harbor Point Police Department,Municipal Police,2022-06,Offense Against Person,Robbery,25
A003,Harbor Point Police Department,Municipal Police,2022-06,Offense Against Person,Civil order violation,32
A003,Harbor Point Police Department,Municipal Police,2022-06,Offense Against Person,Offense Against Person - Other,141
A003,Harbor Point Police Department,Municipal Police,2022-06,Property Offense,Arson,16
A003,Harbor Point Police Department,Municipal Police,2022-06,Property Offense,Burglary,56
A003,Harbor Point Police Department,Municipal Police,2022-06,Property Offense,Theft,111
A003,Harbor Point Police Department,Municipal Police,2022-06,Property Offense,Mischief,43
A003,Harbor Point Police Department,Municipal Police,2022-06,Property Offense,Trespassing,42
A003,Harbor Point Police Department,Municipal Police,2022-06,Property Offense,Vehicle theft/prowl,52
A003,Harbor Point Police Department,Municipal Police,2022-06,Property Offense,Property Offense - Other,143
A003,Harbor Point Police Department,Municipal Police,2022-06,Public Order Offense,Public disturbance,186
A003,Harbor Point Police Department,Municipal Police,2022-06,Public Order Offense,Drug related,112
A003,Harbor Point Police Department,Municipal Police,2022-06,Public Order Offense,Sex related,26
A003,Harbor Point Police Department,Municipal Police,2022-06,Public Order Offense,Weapon related,61
A003,Harbor Point Police Department,Municipal Police,2022-06,Public Order Offense,Transit related,43
A003,Harbor Point Police Department,Municipal Police,2022-06,Public Order Offense,Public Order Offense - Other,340
A003,Harbor Point Police Department,Municipal Police,2022-06,Vehicle Stop,DUI,46
A003,Harbor Point Police Department,Municipal Police,2022-06,Vehicle Stop,Accident,149
A003,Harbor Point Police Department,Municipal Police,2022-06,Vehicle Stop,Moving violation,384
A003,Harbor Point Police Department,Municipal Police,2022-06,Vehicle Stop,Non-moving violation,119
A003,Harbor Point Police Department,Municipal Police,2022-06,Vehicle Stop,Vehicle Stop - Other,171
A003,Harbor Point Police Department,Municipal Police,2022-06,Pedestrian Stop,Pedestrian Stop,115
A003,Harbor Point Police Department,Municipal Police,2022-06,Civil Caretaking,Mental health / wellness check,154
A003,Harbor Point Police Department,Municipal Police,2022-06,Civil Caretaking,Civil infraction,98
A003,Harbor Point Police Department,Municipal Police,2022-06,Civil Caretaking,Eviction order enforcement,36
A003,Harbor Point Police Department,Municipal Police,2022-06,Civil Caretaking,Domestic order enforcement,83
A003,Harbor Point Police Department,Municipal Police,2022-06,Civil Caretaking,Civil Caretaking - Other,414
A003,Harbor Point Police Department,Municipal Police,2022-06,Warrant,Warrant,86
A003,Harbor Point Police Department,Municipal Police,2022-06,Other,Other,1131
A003,Harbor Point Police Department,Municipal Police,2022-07,Offense Against Person,Assault,95
A003,Harbor Point Police Department,Municipal Police,2022-07,Offense Against Person,Homicide,6
A003,Harbor Point Police Department,Municipal Police,2022-07,Offense Against Person,Rape,4
A003,Harbor Point Police Department,Municipal Police,2022-07,Offense Against Person,Robbery,14
A003,Harbor Point Police Department,Municipal Police,2022-07,Offense Against Person,Civil order violation,29
A003,Harbor Point Police Department,Municipal Police,2022-07,Offense Against Person,Offense Against Person - Other,152
A003,Harbor Point Police Department,Municipal Police,2022-07,Property Offense,Arson,14
A003,Harbor Point Police Department,Municipal Police,2022-07,Property Offense,Burglary,88
A003,Harbor Point Police Department,Municipal Police,2022-07,Property Offense,Theft,126
A003,Harbor Point Police Department,Municipal Police,2022-07,Property Offense,Mischief,40
A003,Harbor Point Police Department,Municipal Police,2022-07,Property Offense,Trespassing,39
A003,Harbor Point Police Department,Municipal Police,2022-07,Property Offense,Vehicle theft/prowl,47
A003,Harbor Point Police Department,Municipal Police,2022-07,Property Offense,Property Offense - Other,170
A003,Harbor Point Police Department,Municipal Police,2022-07,Public Order Offense,Public disturbance,219
A003,Harbor Point Police Department,Municipal Police,2022-07,Public Order Offense,Drug related,86
A003,Harbor Point Police Department,Municipal Police,2022-07,Public Order Offense,Sex related,47
A003,Harbor Point Police Department,Municipal Police,2022-07,Public Order Offense,Weapon related,46
A003,Harbor Point Police Department,Municipal Police,2022-07,Public Order Offense,Transit related,45
A003,Harbor Point Police Department,Municipal Police,2022-07,Public Order Offense,Public Order Offense - Other,337
A003,Harbor Point Police Department,Municipal Police,2022-07,Vehicle Stop,DUI,53
A003,Harbor Point Police Department,Municipal Police,2022-07,Vehicle Stop,Accident,178
A003,Harbor Point Police Department,Municipal Police,2022-07,Vehicle Stop,Moving violation,387
A003,Harbor Point Police Department,Municipal Police,2022-07,Vehicle Stop,Non-moving violation,133
A003,Harbor Point Police Department,Municipal Police,2022-07,Vehicle Stop,Vehicle Stop - Other,182
A003,Harbor Point Police Department,Municipal Police,2022-07,Pedestrian Stop,Pedestrian Stop,133
A003,Harbor Point Police Department,Municipal Police,2022-07,Civil Caretaking,Mental health / wellness check,208
A003,Harbor Point Police Department,Municipal Police,2022-07,Civil Caretaking,Civil infraction,137
A003,Harbor Point Police Department,Municipal Police,2022-07,Civil Caretaking,Eviction order enforcement,56
A003,Harbor Point Police Department,Municipal Police,2022-07,Civil Caretaking,Domestic order enforcement,98
A003,Harbor Point Police Department,Municipal Police,2022-07,Civil Caretaking,Civil Caretaking - Other,432
A003,Harbor Point Police Department,Municipal Police,2022-07,Warrant,Warrant,110
A003,Harbor Point Police Department,Municipal Police,2022-07,Other,Other,1232
A003,Harbor Point Police Department,Municipal Police,2022-08,Offense Against Person,Assault,111
A003,Harbor Point Police Department,Municipal Police,2022-08,Offense Against Person,Homicide,3
A003,Harbor Point Police Department,Municipal Police,2022-08,Offense Against Person,Rape,8
A003,Harbor Point Police Department,Municipal Police,2022-08,Offense Against Person,Robbery,14
A003,Harbor Point Police Department,Municipal Police,2022-08,Offense Against Person,Civil order violation,30
A003,Harbor Point Police Department,Municipal Police,2022-08,Offense Against Person,Offense Against Person - Other,131
A003,Harbor Point Police Department,Municipal Police,2022-08,Property Offense,Arson,11
A003,Harbor Point Police Department,Municipal Police,2022-08,Property Offense,Burglary,71
A003,Harbor Point Police Department,Municipal Police,2022-08,Property Offense,Theft,158
A003,Harbor Point Police Department,Municipal Police,2022-08,Property Offense,Mischief,56
A003,Harbor Point Police Department,Municipal Police,2022-08,Property Offense,Trespassing,46
A003,Harbor Point Police Department,Municipal Police,2022-08,Property Offense,Vehicle theft/prowl,50
A003,Harbor Point Police Department,Municipal Police,2022-08,Property Offense,Property Offense - Other,177
A003,Harbor Point Police Department,Municipal Police,2022-08,Public Order Offense,Public disturbance,186
A003,Harbor Point Police Department,Municipal Police,2022-08,Public Order Offense,Drug related,97
A003,Harbor Point Police Department,Municipal Police,2022-08,Public Order Offense,Sex related,33
A003,Harbor Point Police Department,Municipal Police,2022-08,Public Order Offense,Weapon related,46
A003,Harbor Point Police Department,Municipal Police,2022-08,Public Order Offense,Transit related,37
A003,Harbor Point Police Department,Municipal Police,2022-08,Public Order Offense,Public Order Offense - Other,341
A003,Harbor Point Police Department,Municipal Police,2022-08,Vehicle Stop,DUI,65
A003,Harbor Point Police Department,Municipal Police,2022-08,Vehicle Stop,Accident,159
A003,Harbor Point Police Department,Municipal Police,2022-08,Vehicle Stop,Moving violation,394
A003,Harbor Point Police Department,Municipal Police,2022-08,Vehicle Stop,Non-moving violation,114
A003,Harbor Point Police Department,Municipal Police,2022-08,Vehicle Stop,Vehicle Stop - Other,157
A003,Harbor Point Police Department,Municipal Police,2022-08,Pedestrian Stop,Pedestrian Stop,139
A003,Harbor Point Police Department,Municipal Police,2022-08,Civil Caretaking,Mental health / wellness check,187
A003,Harbor Point Police Department,Municipal Police,2022-08,Civil Caretaking,Civil infraction,108
A003,Harbor Point Police Department,Municipal Police,2022-08,Civil Caretaking,Eviction order enforcement,37
A003,Harbor Point Police Department,Municipal Police,2022-08,Civil Caretaking,Domestic order enforcement,69
A003,Harbor Point Police Department,Municipal Police,2022-08,Civil Caretaking,Civil Caretaking - Other,429
A003,Harbor Point Police Department,Municipal Police,2022-08,Warrant,Warrant,74
A003,Harbor Point Police Department,Municipal Police,2022-08,Other,Other,1105
A003,Harbor Point Police Department,Municipal Police,2022-09,Offense Against Person,Assault,102
A003,Harbor Point Police Department,Municipal Police,2022-09,Offense Against Person,Homicide,3
A003,Harbor Point Police Department,Municipal Police,2022-09,Offense Against Person,Rape,12
A003,Harbor Point Police Department,Municipal Police,2022-09,Offense Against Person,Robbery,17
A003,Harbor Point Police Department,Municipal Police,2022-09,Offense Against Person,Civil order violation,33
A003,Harbor Point Police Department,Municipal Police,2022-09,Offense Against Person,Offense Against Person - Other,145
A003,Harbor Point Police Department,Municipal Police,2022-09,Property Offense,Arson,8
A003,Harbor Point Police Department,Municipal Police,2022-09,Property Offense,Burglary,68
A003,Harbor Point Police Department,Municipal Police,2022-09,Property Offense,Theft,133
A003,Harbor Point Police Department,Municipal Police,2022-09,Property Offense,Mischief,51
A003,Harbor Point Police Department,Municipal Police,2022-09,Property Offense,Trespassing,37
A003,Harbor Point Police Department,Municipal Police,2022-09,Property Offense,Vehicle theft/prowl,59
A003,Harbor Point Police Department,Municipal Police,2022-09,Property Offense,Property Offense - Other,158
A003,Harbor Point Police Department,Municipal Police,2022-09,Public Order Offense,Public disturbance,211
A003,Harbor Point Police Department,Municipal Police,2022-09,Public Order Offense,Drug related,92
A003,Harbor Point Police Department,Municipal Police,2022-09,Public Order Offense,Sex related,30
A003,Harbor Point Police Department,Municipal Police,2022-09,Public Order Offense,Weapon related,50
A003,Harbor Point Police Department,Municipal Police,2022-09,Public Order Offense,Transit related,29
A003,Harbor Point Police Department,Municipal Police,2022-09,Public Order Offense,Public Order Offense - Other,328
A003,Harbor Point Police Department,Municipal Police,2022-09,Vehicle Stop,DUI,60
A003,Harbor Point Police Department,Municipal Police,2022-09,Vehicle Stop,Accident,172
A003,Harbor Point Police Department,Municipal Police,2022-09,Vehicle Stop,Moving violation,410
A003,Harbor Point Police Department,Municipal Police,2022-09,Vehicle Stop,Non-moving violation,115
A003,Harbor Point Police Department,Municipal Police,2022-09,Vehicle Stop,Vehicle Stop - Other,174
A003,Harbor Point Police Department,Municipal Police,2022-09,Pedestrian Stop,Pedestrian Stop,149
A003,Harbor Point Police Department,Municipal Police,2022-09,Civil Caretaking,Mental health / wellness check,205
A003,Harbor Point Police Department,Municipal Police,2022-09,Civil Caretaking,Civil infraction,145
A003,Harbor Point Police Department,Municipal Police,2022-09,Civil Caretaking,Eviction order enforcement,59
A003,Harbor Point Police Department,Municipal Police,2022-09,Civil Caretaking,Domestic order enforcement,95
A003,Harbor Point Police Department,Municipal Police,2022-09,Civil Caretaking,Civil Caretaking - Other,451
A003,Harbor Point Police Department,Municipal Police,2022-09,Warrant,Warrant,86
A003,Harbor Point Police Department,Municipal Police,2022-09,Other,Other,1137
A003,Harbor Point Police Department,Municipal Police,2022-10,Offense Against Person,Assault,99
A003,Harbor Point Police Department,Municipal Police,2022-10,Offense Against Person,Homicide,2
A003,Harbor Point Police Department,Municipal Police,2022-10,Offense Against Person,Rape,14
A003,Harbor Point Police Department,Municipal Police,2022-10,Offense Against Person,Robbery,17
A003,Harbor Point Police Department,Municipal Police,2022-10,Offense Against Person,Civil order violation,32
A003,Harbor Point Police Department,Municipal Police,2022-10,Offense Against Person,Offense Against Person - Other,125
A003,Harbor Point Police Department,Municipal Police,2022-10,Property Offense,Arson,13
A003,Harbor Point Police Department,Municipal Police,2022-10,Property Offense,Burglary,55
A003,Harbor Point Police Department,Municipal Police,2022-10,Property Offense,Theft,132
A003,Harbor Point Police Department,Municipal Police,2022-10,Property Offense,Mischief,49
A003,Harbor Point Police Department,Municipal Police,2022-10,Property Offense,Trespassing,46
A003,Harbor Point Police Department,Municipal Police,2022-10,Property Offense,Vehicle theft/prowl,54
A003,Harbor Point Police Department,Municipal Police,2022-10,Property Offense,Property Offense - Other,152
A003,Harbor Point Police Department,Municipal Police,2022-10,Public Order Offense,Public disturbance,192
A003,Harbor Point Police Department,Municipal Police,2022-10,Public Order Offense,Drug related,82
A003,Harbor Point Police Department,Municipal Police,2022-10,Public Order Offense,Sex related,27
A003,Harbor Point Police Department,Municipal Police,2022-10,Public Order Offense,Weapon related,48
A003,Harbor Point Police Department,Municipal Police,2022-10,Public Order Offense,Transit related,26
A003,Harbor Point Police Department,Municipal Police,2022-10,Public Order Offense,Public Order Offense - Other,292
A003,Harbor Point Police Department,Municipal Police,2022-10,Vehicle Stop,DUI,84
A003,Harbor Point Police Department,Municipal Police,2022-10,Vehicle Stop,Accident,158
A003,Harbor Point Police Department,Municipal Police,2022-10,Vehicle Stop,Moving violation,402
A003,Harbor Point Police Department,Municipal Police,2022-10,Vehicle Stop,Non-moving violation,124
A003,Harbor Point Police Department,Municipal Police,2022-10,Vehicle Stop,Vehicle Stop - Other,208
A003,Harbor Point Police Department,Municipal Police,2022-10,Pedestrian Stop,Pedestrian Stop,113
A003,Harbor Point Police Department,Municipal Police,2022-10,Civil Caretaking,Mental health / wellness check,221
A003,Harbor Point Police Department,Municipal Police,2022-10,Civil Caretaking,Civil infraction,141
A003,Harbor Point Police Department,Municipal Police,2022-10,Civil Caretaking,Eviction order enforcement,42
A003,Harbor Point Police Department,Municipal Police,2022-10,Civil Caretaking,Domestic order enforcement,94
A003,Harbor Point Police Department,Municipal Police,2022-10,Civil Caretaking,Civil Caretaking - Other,503
A003,Harbor Point Police Department,Municipal Police,2022-10,Warrant,Warrant,86
A003,Harbor Point Police Department,Municipal Police,2022-10,Other,Other,1254
A003,Harbor Point Police Department,Municipal Police,2022-11,Offense Against Person,Assault,99
A003,Harbor Point Police Department,Municipal Police,2022-11,Offense Against Person,Homicide,4
A003,Harbor Point Police Department,Municipal Police,2022-11,Offense Against Person,Rape,6
A003,Harbor Point Police Department,Municipal Police,2022-11,Offense Against Person,Robbery,20
A003,Harbor Point Police Department,Municipal Police,2022-11,Offense Against Person,Civil order violation,24
A003,Harbor Point Police Department,Municipal Police,2022-11,Offense Against Person,Offense Against Person - Other,116
A003,Harbor Point Police Department,Municipal Police,2022-11,Property Offense,Arson,9
A003,Harbor Point Police Department,Municipal Police,2022-11,Property Offense,Burglary,41
A003,Harbor Point Police Department,Municipal Police,2022-11,Property Offense,Theft,121
A003,Harbor Point Police Department,Municipal Police,2022-11,Property Offense,Mischief,35
A003,Harbor Point Police Department,Municipal Police,2022-11,Property Offense,Trespassing,44
A003,Harbor Point Police Department,Municipal Police,2022-11,Property Offense,Vehicle theft/prowl,51
A003,Harbor Point Police Department,Municipal Police,2022-11,Property Offense,Property Offense - Other,128
A003,Harbor Point Police Department,Municipal Police,2022-11,Public Order Offense,Public disturbance,185
A003,Harbor Point Police Department,Municipal Police,2022-11,Public Order Offense,Drug related,80
A003,Harbor Point Police Department,Municipal Police,2022-11,Public Order Offense,Sex related,22
A003,Harbor Point Police Department,Municipal Police,2022-11,Public Order Offense,Weapon related,52
A003,Harbor Point Police Department,Municipal Police,2022-11,Public Order Offense,Transit related,31
A003,Harbor Point Police Department,Municipal Police,2022-11,Public Order Offense,Public Order Offense - Other,255
A003,Harbor Point Police Department,Municipal Police,2022-11,Vehicle Stop,DUI,61
A003,Harbor Point Police Department,Municipal Police,2022-11,Vehicle Stop,Accident,174
A003,Harbor Point Police Department,Municipal Police,2022-11,Vehicle Stop,Moving violation,412
A003,Harbor Point Police Department,Municipal Police,2022-11,Vehicle Stop,Non-moving violation,122
A003,Harbor Point Police Department,Municipal Police,2022-11,Vehicle Stop,Vehicle Stop - Other,162
A003,Harbor Point Police Department,Municipal Police,2022-11,Pedestrian Stop,Pedestrian Stop,109
A003,Harbor Point Police Department,Municipal Police,2022-11,Civil Caretaking,Mental health / wellness check,185
A003,Harbor Point Police Department,Municipal Police,2022-11,Civil Caretaking,Civil infraction,150
A003,Harbor Point Police Department,Municipal Police,2022-11,Civil Caretaking,Eviction order enforcement,61
A003,Harbor Point Police Department,Municipal Police,2022-11,Civil Caretaking,Domestic order enforcement,91
A003,Harbor Point Police Department,Municipal Police,2022-11,Civil Caretaking,Civil Caretaking - Other,465
A003,Harbor Point Police Department,Municipal Police,2022-11,Warrant,Warrant,100
A003,Harbor Point Police Department,Municipal Police,2022-11,Other,Other,1059
A003,Harbor Point Police Department,Municipal Police,2022-12,Offense Against Person,Assault,75
A003,Harbor Point Police Department,Municipal Police,2022-12,Offense Against Person,Homicide,2
A003,Harbor Point Police Department,Municipal Police,2022-12,Offense Against Person,Rape,7
A003,Harbor Point Police Department,Municipal Police,2022-12,Offense Against Person,Robbery,12
A003,Harbor Point Police Department,Municipal Police,2022-12,Offense Against Person,Civil order violation,22
A003,Harbor Point Police Department,Municipal Police,2022-12,Offense Against Person,Offense Against Person - Other,102
A003,Harbor Point Police Department,Municipal Police,2022-12,Property Offense,Arson,12
A003,Harbor Point Police Department,Municipal Police,2022-12,Property Offense,Burglary,66
A003,Harbor Point Police Department,Municipal Police,2022-12,Property Offense,Theft,115
A003,Harbor Point Police Department,Municipal Police,2022-12,Property Offense,Mischief,33
A003,Harbor Point Police Department,Municipal Police,2022-12,Property Offense,Trespassing,39
A003,Harbor Point Police Department,Municipal Police,2022-12,Property Offense,Vehicle theft/prowl,44
A003,Harbor Point Police Department,Municipal Police,2022-12,Property Offense,Property Offense - Other,126
A003,Harbor Point Police Department,Municipal Police,2022-12,Public Order Offense,Public disturbance,145
A003,Harbor Point Police Department,Municipal Police,2022-12,Public Order Offense,Drug related,64
A003,Harbor Point Police Department,Municipal Police,2022-12,Public Order Offense,Sex related,21
A003,Harbor Point Police Department,Municipal Police,2022-12,Public Order Offense,Weapon related,36
A003,Harbor Point Police Department,Municipal Police,2022-12,Public Order Offense,Transit related,38
A003,Harbor Point Police Department,Municipal Police,2022-12,Public Order Offense,Public Order Offense - Other,243
A003,Harbor Point Police Department,Municipal Police,2022-12,Vehicle Stop,DUI,54
A003,Harbor Point Police Department,Municipal Police,2022-12,Vehicle Stop,Accident,143
A003,Harbor Point Police Department,Municipal Police,2022-12,Vehicle Stop,Moving violation,330
A003,Harbor Point Police Department,Municipal Police,2022-12,Vehicle Stop,Non-moving violation,111
A003,Harbor Point Police Department,Municipal Police,2022-12,Vehicle Stop,Vehicle Stop - Other,147
A003,Harbor Point Police Department,Municipal Police,2022-12,Pedestrian Stop,Pedestrian Stop,118
A003,Harbor Point Police Department,Municipal Police,2022-12,Civil Caretaking,Mental health / wellness check,223
A003,Harbor Point Police Department,Municipal Police,2022-12,Civil Caretaking,Civil infraction,150
A003,Harbor Point Police Department,Municipal Police,2022-12,Civil Caretaking,Eviction order enforcement,54
A003,Harbor Point Police Department,Municipal Police,2022-12,Civil Caretaking,Domestic order enforcement,94
A003,Harbor Point Police Department,Municipal Police,2022-12,Civil Caretaking,Civil Caretaking - Other,499
A003,Harbor Point Police Department,Municipal Police,2022-12,Warrant,Warrant,69
A003,Harbor Point Police Department,Municipal Police,2022-12,Other,Other,1018
A003,Harbor Point Police Department,Municipal Police,2023-01,Offense Against Person,Assault,71
A003,Harbor Point Police Department,Municipal Police,2023-01,Offense Against Person,Homicide,4
A003,Harbor Point Police Department,Municipal Police,2023-01,Offense Against Person,Rape,9
A003,Harbor Point Police Department,Municipal Police,2023-01,Offense Against Person,Robbery,10
A003,Harbor Point Police Department,Municipal Police,2023-01,Offense Against Person,Civil order violation,18
A003,Harbor Point Police Department,Municipal Police,2023-01,Offense Against Person,Offense Against Person - Other,102
A003,Harbor Point Police Department,Municipal Police,2023-01,Property Offense,Arson,11
A003,Harbor Point Police Department,Municipal Police,2023-01,Property Offense,Burglary,58
A003,Harbor Point Police Department,Municipal Police,2023-01,Property Offense,Theft,118
A003,Harbor Point Police Department,Municipal Police,2023-01,Property Offense,Mischief,31
A003,Harbor Point Police Department,Municipal Police,2023-01,Property Offense,Trespassing,39
A003,Harbor Point Police Department,Municipal Police,2023-01,Property Offense,Vehicle theft/prowl,46
A003,Harbor Point Police Department,Municipal Police,2023-01,Property Offense,Property Offense - Other,101
A003,Harbor Point Police Department,Municipal Police,2023-01,Public Order Offense,Public disturbance,215
A003,Harbor Point Police Department,Municipal Police,2023-01,Public Order Offense,Drug related,122
A003,Harbor Point Police Department,Municipal Police,2023-01,Public Order Offense,Sex related,34
A003,Harbor Point Police Department,Municipal Police,2023-01,Public Order Offense,Weapon related,40
A003,Harbor Point Police Department,Municipal Police,2023-01,Public Order Offense,Transit related,38
A003,Harbor Point Police Department,Municipal Police,2023-01,Public Order Offense,Public Order Offense - Other,365
A003,Harbor Point Police Department,Municipal Police,2023-01,Vehicle Stop,DUI,55
A003,Harbor Point Police Department,Municipal Police,2023-01,Vehicle Stop,Accident,135
A003,Harbor Point Police Department,Municipal Police,2023-01,Vehicle Stop,Moving violation,339
A003,Harbor Point Police Department,Municipal Police,2023-01,Vehicle Stop,Non-moving violation,95
A003,Harbor Point Police Department,Municipal Police,2023-01,Vehicle Stop,Vehicle Stop - Other,138
A003,Harbor Point Police Department,Municipal Police,2023-01,Pedestrian Stop,Pedestrian Stop,113
A003,Harbor Point Police Department,Municipal Police,2023-01,Civil Caretaking,Mental health / wellness check,200
A003,Harbor Point Police Department,Municipal Police,2023-01,Civil Caretaking,Civil infraction,117
A003,Harbor Point Police Department,Municipal Police,2023-01,Civil Caretaking,Eviction order enforcement,32
A003,Harbor Point Police Department,Municipal Police,2023-01,Civil Caretaking,Domestic order enforcement,90
A003,Harbor Point Police Department,Municipal Police,2023-01,Civil Caretaking,Civil Caretaking - Other,489
A003,Harbor Point Police Department,Municipal Police,2023-01,Warrant,Warrant,105
A003,Harbor Point Police Department,Municipal Police,2023-01,Other,Other,722
A003,Harbor Point Police Department,Municipal Police,2023-02,Offense Against Person,Assault,84
A003,Harbor Point Police Department,Municipal Police,2023-02,Offense Against Person,Homicide,3
A003,Harbor Point Police Department,Municipal Police,2023-02,Offense Against Person,Rape,7
A003,Harbor Point Police Department,Municipal Police,2023-02,Offense Against Person,Robbery,15
A003,Harbor Point Police Department,Municipal Police,2023-02,Offense Against Person,Civil order violation,30
A003,Harbor Point Police Department,Municipal Police,2023-02,Offense Against Person,Offense Against Person - Other,110
A003,Harbor Point Police Department,Municipal Police,2023-02,Property Offense,Arson,10
A003,Harbor Point Police Department,Municipal Police,2023-02,Property Offense,Burglary,51
A003,Harbor Point Police Department,Municipal Police,2023-02,Property Offense,Theft,130
A003,Harbor Point Police Department,Municipal Police,2023-02,Property Offense,Mischief,35
A003,Harbor Point Police Department,Municipal Police,2023-02,Property Offense,Trespassing,32
A003,Harbor Point Police Department,Municipal Police,2023-02,Property Offense,Vehicle theft/prowl,36
A003,Harbor Point Police Department,Municipal Police,2023-02,Property Offense,Property Offense - Other,131
A003,Harbor Point Police Department,Municipal Police,2023-02,Public Order Offense,Public disturbance,253
A003,Harbor Point Police Department,Municipal Police,2023-02,Public Order Offense,Drug related,114
A003,Harbor Point Police Department,Municipal Police,2023-02,Public Order Offense,Sex related,43
A003,Harbor Point Police Department,Municipal Police,2023-02,Public Order Offense,Weapon related,71
A003,Harbor Point Police Department,Municipal Police,2023-02,Public Order Offense,Transit related,44
A003,Harbor Point Police Department,Municipal Police,2023-02,Public Order Offense,Public Order Offense - Other,377
A003,Harbor Point Police Department,Municipal Police,2023-02,Vehicle Stop,DUI,54
A003,Harbor Point Police Department,Municipal Police,2023-02,Vehicle Stop,Accident,192
A003,Harbor Point Police Department,Municipal Police,2023-02,Vehicle Stop,Moving violation,367
A003,Harbor Point Police Department,Municipal Police,2023-02,Vehicle Stop,Non-moving violation,116
A003,Harbor Point Police Department,Municipal Police,2023-02,Vehicle Stop,Vehicle Stop - Other,169
A003,Harbor Point Police Department,Municipal Police,2023-02,Pedestrian Stop,Pedestrian Stop,119
A003,Harbor Point Police Department,Municipal Police,2023-02,Civil Caretaking,Mental health / wellness check,211
