agency_id,agency_name,agency_type,year_month,sworn_officers,total_cfs,n_arrests,n_uof,provisional,uof_per_100_arrests
A004,Millgate Police Department,Municipal Police,2024-10,54,2743,275,15,0,5.455
A004,Millgate Police Department,Municipal Police,2024-11,54,2588,219,2,0,0.913
A004,Millgate Police Department,Municipal Police,2024-12,54,2413,209,2,0,0.957
A004,Millgate Police Department,Municipal Police,2025-01,54,2357,245,8,0,3.265
A004,Millgate Police Department,Municipal Police,2025-02,54,2567,243,6,0,2.469
A004,Millgate Police Department,Municipal Police,2025-03,54,2548,245,4,0,1.633
A004,Millgate Police Department,Municipal Police,2025-04,54,2710,282,3,0,1.064
A004,Millgate Police Department,Municipal Police,2025-05,54,2857,256,3,0,1.172
A004,Millgate Police Department,Municipal Police,2025-06,54,2969,284,10,0,3.521
A004,Millgate Police Department,Municipal Police,2025-07,54,3030,250,9,0,3.6
A004,Millgate Police Department,Municipal Police,2025-08,54,3025,282,7,0,2.482
A004,Millgate Police Department,Municipal Police,2025-09,54,2881,259,7,0,2.703
A004,Millgate Police Department,Municipal Police,2025-10,54,2831,272,2,0,0.735
A004,Millgate Police Department,Municipal Police,2025-11,54,2798,282,10,0,3.546
A004,Millgate Police Department,Municipal Police,2025-12,54,2535,247,5,0,2.024
A004,Millgate Police Department,Municipal Police,2026-01,54,2567,207,8,0,3.865
A004,Millgate Police Department,Municipal Police,2026-02,54,2672,214,7,0,3.271
A004,Millgate Police Department,Municipal Police,2026-03,54,2699,264,5,0,1.894
A004,Millgate Police Department,Municipal Police,2026-04,54,2876,274,6,0,2.19
A004,Millgate Police Department,Municipal Police,2026-05,54,2095,203,2,1,0.985
A004,Millgate Police Department,Municipal Police,2026-06,54,1312,121,0,1,0.0
A005,Northgate Police Department,Municipal Police,2019-01,31,1335,153,0,0,0.0
A005,Northgate Police Department,Municipal Police,2019-02,31,1234,122,5,0,4.098
A005,Northgate Police Department,Municipal Police,2019-03,31,1344,151,4,0,2.649
A005,Northgate Police Department,Municipal Police,2019-04,31,1357,122,2,0,1.639
A005,Northgate Police Department,Municipal Police,2019-05,31,1479,124,2,0,1.613
A005,Northgate Police Department,Municipal Police,2019-06,31,1442,122,2,0,1.639
A005,Northgate Police Department,Municipal Police,2019-07,31,1605,150,5,0,3.333
A005,Northgate Police Department,Municipal Police,2019-08,31,1541,149,4,0,2.685
A005,Northgate Police Department,Municipal Police,2019-09,31,1469,142,3,0,2.113
A005,Northgate Police Department,Municipal Police,2019-10,31,1476,145,1,0,0.69
A005,Northgate Police Department,Municipal Police,2019-11,31,1444,121,1,0,0.826
A005,Northgate Police Department,Municipal Police,2019-12,31,1345,134,2,0,1.493
A005,Northgate Police Department,Municipal Police,2020-01,31,1260,108,5,0,4.63
A005,Northgate Police Department,Municipal Police,2020-02,31,1415,151,2,0,1.325
A005,Northgate Police Department,Municipal Police,2020-03,31,1486,131,3,0,2.29
A005,Northgate Police Department,Municipal Police,2020-04,31,1455,145,5,0,3.448
A005,Northgate Police Department,Municipal Police,2020-05,31,1596,154,5,0,3.247
A005,Northgate Police Department,Municipal Police,2020-06,31,1477,157,1,0,0.637
A005,Northgate Police Department,Municipal Police,2020-07,31,1588,144,3,0,2.083
A005,Northgate Police Department,Municipal Police,2020-08,31,1528,147,7,0,4.762
A005,Northgate Police Department,Municipal Police,2020-09,31,1504,165,3,0,1.818
A005,Northgate Police Department,Municipal Police,2020-10,31,1519,133,3,0,2.256
A005,Northgate Police Department,Municipal Police,2020-11,31,1389,104,3,0,2.885
A005,Northgate Police Department,Municipal Police,2020-12,31,1323,97,1,0,1.031
A005,Northgate Police Department,Municipal Police,2021-01,31,1344,119,1,0,0.84
A005,Northgate Police Department,Municipal Police,2021-02,31,1348,126,2,0,1.587
A005,Northgate Police Department,Municipal Police,2021-03,31,1397,125,3,0,2.4
A005,Northgate Police Department,Municipal Police,2021-04,31,1398,153,5,0,3.268
A005,Northgate Police Department,Municipal Police,2021-05,31,1467,143,2,0,1.399
A005,Northgate Police Department,Municipal Police,2021-06,31,1609,113,5,0,4.425
A005,Northgate Police Department,Municipal Police,2021-07,31,1583,156,1,0,0.641
A005,Northgate Police Department,Municipal Police,2021-08,31,1567,145,3,0,2.069
A005,Northgate Police Department,Municipal Police,2021-09,31,1513,143,5,0,3.497
A005,Northgate Police Department,Municipal Police,2021-10,31,1478,111,0,0,0.0
A005,Northgate Police Department,Municipal Police,2021-11,31,1477,128,0,0,0.0
A005,Northgate Police Department,Municipal Police,2021-12,31,1450,150,4,0,2.667
A005,Northgate Police Department,Municipal Police,2022-01,31,1331,102,0,0,0.0
A005,Northgate Police Department,Municipal Police,2022-02,31,1430,128,1,0,0.781
A005,Northgate Police Department,Municipal Police,2022-03,31,1363,143,4,0,2.797
A005,Northgate Police Department,Municipal Police,2022-04,31,1513,146,5,0,3.425
A005,Northgate Police Department,Municipal Police,2022-05,31,1489,119,3,0,2.521
A005,Northgate Police Department,Municipal Police,2022-06,31,1663,140,0,0,0.0
A005,Northgate Police Department,Municipal Police,2022-07,31,1587,141,1,0,0.709
A005,Northgate Police Department,Municipal Police,2022-08,31,1626,151,6,0,3.974
A005,Northgate Police Department,Municipal Police,2022-09,31,1451,120,0,0,0.0
A005,Northgate Police Department,Municipal Police,2022-10,31,1445,134,4,0,2.985
A005,Northgate Police Department,Municipal Police,2022-11,31,1404,132,1,0,0.758
A005,Northgate Police Department,Municipal Police,2022-12,31,1343,118,1,0,0.847
A005,Northgate Police Department,Municipal Police,2023-01,31,1403,131,1,0,0.763
A005,Northgate Police Department,Municipal Police,2023-02,31,1405,126,4,0,3.175
A005,Northgate Police Department,Municipal Police,2023-03,31,1338,132,2,0,1.515
A005,Northgate Police Department,Municipal Police,2023-04,31,1476,146,2,0,1.37
A005,Northgate Police Department,Municipal Police,2023-05,31,1619,164,5,0,3.049
A005,Northgate Police Department,Municipal Police,2023-06,31,1628,155,10,0,6.452
A005,Northgate Police Department,Municipal Police,2023-07,31,1547,125,6,0,4.8
A005,Northgate Police Department,Municipal Police,2023-08,31,1615,143,5,0,3.497
A005,Northgate Police Department,Municipal Police,2023-09,31,1580,158,3,0,1.899
A005,Northgate Police Department,Municipal Police,2023-10,31,1519,139,1,0,0.719
A005,Northgate Police Department,Municipal Police,2023-11,31,1496,118,2,0,1.695
A005,Northgate Police Department,Municipal Police,2023-12,31,1483,169,5,0,2.959
A005,Northgate Police Department,Municipal Police,2024-01,31,1372,116,1,0,0.862
A005,Northgate Police Department,Municipal Police,2024-02,31,1391,119,4,0,3.361
A005,Northgate Police Department,Municipal Police,2024-03,31,1448,151,2,0,1.325
A005,Northgate Police Department,Municipal Police,2024-04,31,1493,138,2,0,1.449
A005,Northgate Police Department,Municipal Police,2024-05,31,1578,162,1,0,0.617
A005,Northgate Police Department,Municipal Police,2024-06,31,1698,138,2,0,1.449
A005,Northgate Police Department,Municipal Police,2024-07,31,1633,148,1,0,0.676
A005,Northgate Police Department,Municipal Police,2024-08,31,1726,150,6,0,4.0
A005,Northgate Police Department,Municipal Police,2024-09,31,1633,153,4,0,2.614
A005,Northgate Police Department,Municipal Police,2024-10,31,1509,131,4,0,3.053
A005,Northgate Police Department,Municipal Police,2024-11,31,1538,131,3,0,2.29
A005,Northgate Police Department,Municipal Police,2024-12,31,1464,118,0,0,0.0
A005,Northgate Police Department,Municipal Police,2025-01,31,1324,110,0,0,0.0
A005,Northgate Police Department,Municipal Police,2025-02,31,1385,140,1,0,0.714
A005,Northgate Police Department,Municipal Police,2025-03,31,1456,140,2,0,1.429
A005,Northgate Police Department,Municipal Police,2025-04,31,1528,127,1,0,0.787
A005,Northgate Police Department,Municipal Police,2025-05,31,1579,136,3,0,2.206
A005,Northgate Police Department,Municipal Police,2025-06,31,1605,117,1,0,0.855
A005,Northgate Police Department,Municipal Police,2025-07,31,1751,149,2,0,1.342
A005,Northgate Police Department,Municipal Police,2025-08,31,1614,144,4,0,2.778
A005,Northgate Police Department,Municipal Police,2025-09,31,1587,125,5,0,4.0
A005,Northgate Police Department,Municipal Police,2025-10,31,1590,147,2,0,1.361
A005,Northgate Police Department,Municipal Police,2025-11,31,1586,171,4,0,2.339
A005,Northgate Police Department,Municipal Police,2025-12,31,1537,112,1,0,0.893
A005,Northgate Police Department,Municipal Police,2026-01,31,1523,134,0,0,0.0
A005,Northgate Police Department,Municipal Police,2026-02,31,1449,132,3,0,2.273
A005,Northgate Police Department,Municipal Police,2026-03,31,1424,120,1,0,0.833
A005,Northgate Police Department,Municipal Police,2026-04,31,1679,154,10,0,6.494
A005,Northgate Police Department,Municipal Police,2026-05,31,1209,99,1,1,1.01
A005,Northgate Police Department,Municipal Police,2026-06,31,721,62,0,1,0.0
A006,Elkhorn Police Department,Municipal Police,2019-01,8,356,38,1,0,2.632
A006,Elkhorn Police Department,Municipal Police,2019-02,8,299,33,1,0,3.03
A006,Elkhorn Police Department,Municipal Police,2019-03,8,355,33,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2019-04,8,365,33,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2019-05,8,390,23,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2019-06,8,408,49,2,0,4.082
A006,Elkhorn Police Department,Municipal Police,2019-07,8,376,30,2,0,6.667
A006,Elkhorn Police Department,Municipal Police,2019-08,8,394,46,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2019-09,8,416,35,1,0,2.857
A006,Elkhorn Police Department,Municipal Police,2019-10,8,422,39,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2019-11,8,339,34,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2019-12,8,334,34,1,0,2.941
A006,Elkhorn Police Department,Municipal Police,2020-01,8,325,28,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2020-02,8,333,35,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2020-03,8,361,41,1,0,2.439
A006,Elkhorn Police Department,Municipal Police,2020-04,8,391,23,2,0,8.696
A006,Elkhorn Police Department,Municipal Police,2020-05,8,385,39,1,0,2.564
A006,Elkhorn Police Department,Municipal Police,2020-06,8,392,36,2,0,5.556
A006,Elkhorn Police Department,Municipal Police,2020-07,8,402,33,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2020-08,8,420,49,2,0,4.082
A006,Elkhorn Police Department,Municipal Police,2020-09,8,404,38,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2020-10,8,406,34,1,0,2.941
A006,Elkhorn Police Department,Municipal Police,2020-11,8,322,23,1,0,4.348
A006,Elkhorn Police Department,Municipal Police,2020-12,8,365,31,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2021-01,8,328,28,1,0,3.571
A006,Elkhorn Police Department,Municipal Police,2021-02,8,363,30,1,0,3.333
A006,Elkhorn Police Department,Municipal Police,2021-03,8,388,42,2,0,4.762
A006,Elkhorn Police Department,Municipal Police,2021-04,8,360,48,2,0,4.167
A006,Elkhorn Police Department,Municipal Police,2021-05,8,383,29,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2021-06,8,398,38,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2021-07,8,406,33,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2021-08,8,418,35,2,0,5.714
A006,Elkhorn Police Department,Municipal Police,2021-09,8,403,39,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2021-10,8,435,40,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2021-11,8,365,30,1,0,3.333
A006,Elkhorn Police Department,Municipal Police,2021-12,8,370,36,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2022-01,8,356,32,1,0,3.125
A006,Elkhorn Police Department,Municipal Police,2022-02,8,329,33,1,0,3.03
A006,Elkhorn Police Department,Municipal Police,2022-03,8,370,30,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2022-04,8,404,34,3,0,8.824
A006,Elkhorn Police Department,Municipal Police,2022-05,8,424,48,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2022-06,8,431,47,1,0,2.128
A006,Elkhorn Police Department,Municipal Police,2022-07,8,440,42,1,0,2.381
A006,Elkhorn Police Department,Municipal Police,2022-08,8,385,32,2,0,6.25
A006,Elkhorn Police Department,Municipal Police,2022-09,8,434,42,1,0,2.381
A006,Elkhorn Police Department,Municipal Police,2022-10,8,411,44,2,0,4.545
A006,Elkhorn Police Department,Municipal Police,2022-11,8,390,33,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2022-12,8,336,38,1,0,2.632
A006,Elkhorn Police Department,Municipal Police,2023-01,8,364,35,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2023-02,8,334,30,2,0,6.667
A006,Elkhorn Police Department,Municipal Police,2023-03,8,364,41,1,0,2.439
A006,Elkhorn Police Department,Municipal Police,2023-04,8,389,31,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2023-05,8,382,46,2,0,4.348
A006,Elkhorn Police Department,Municipal Police,2023-06,8,409,40,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2023-07,8,409,57,4,0,7.018
A006,Elkhorn Police Department,Municipal Police,2023-08,8,475,47,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2023-09,8,441,37,2,0,5.405
A006,Elkhorn Police Department,Municipal Police,2023-10,8,339,46,1,0,2.174
A006,Elkhorn Police Department,Municipal Police,2023-11,8,394,38,1,0,2.632
A006,Elkhorn Police Department,Municipal Police,2023-12,8,374,36,1,0,2.778
A006,Elkhorn Police Department,Municipal Police,2024-01,8,344,26,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2024-02,8,353,28,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2024-03,8,351,34,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2024-04,8,397,52,1,0,1.923
A006,Elkhorn Police Department,Municipal Police,2024-05,8,407,46,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2024-06,8,421,35,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2024-07,8,391,30,1,0,3.333
A006,Elkhorn Police Department,Municipal Police,2024-08,8,457,44,1,0,2.273
A006,Elkhorn Police Department,Municipal Police,2024-09,8,420,42,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2024-10,8,364,40,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2024-11,8,415,36,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2024-12,8,380,26,1,0,3.846
A006,Elkhorn Police Department,Municipal Police,2025-01,8,412,37,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2025-02,8,383,36,1,0,2.778
A006,Elkhorn Police Department,Municipal Police,2025-03,8,390,31,1,0,3.226
A006,Elkhorn Police Department,Municipal Police,2025-04,8,411,31,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2025-05,8,402,37,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2025-06,8,392,30,1,0,3.333
A006,Elkhorn Police Department,Municipal Police,2025-07,8,415,43,1,0,2.326
A006,Elkhorn Police Department,Municipal Police,2025-08,8,451,44,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2025-09,8,376,34,3,0,8.824
A006,Elkhorn Police Department,Municipal Police,2025-10,8,408,31,1,0,3.226
A006,Elkhorn Police Department,Municipal Police,2025-11,8,380,38,1,0,2.632
A006,Elkhorn Police Department,Municipal Police,2025-12,8,374,40,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2026-01,8,389,28,1,0,3.571
A006,Elkhorn Police Department,Municipal Police,2026-02,8,374,37,2,0,5.405
A006,Elkhorn Police Department,Municipal Police,2026-03,8,410,38,1,0,2.632
A006,Elkhorn Police Department,Municipal Police,2026-04,8,421,45,0,0,0.0
A006,Elkhorn Police Department,Municipal Police,2026-05,8,306,33,0,1,0.0
A006,Elkhorn Police Department,Municipal Police,2026-06,8,229,21,0,1,0.0
A007,Summit County Sheriff's Office,County Sheriff,2019-01,268,9356,844,26,0,3.081
A007,Summit County Sheriff's Office,County Sheriff,2019-02,268,9286,792,18,0,2.273
A007,Summit County Sheriff's Office,County Sheriff,2019-03,268,9164,640,29,0,4.531
A007,Summit County Sheriff's Office,County Sheriff,2019-04,268,9462,763,27,0,3.539
A007,Summit County Sheriff's Office,County Sheriff,2019-05,268,10428,923,32,0,3.467
A007,Summit County Sheriff's Office,County Sheriff,2019-06,268,10504,829,39,0,4.704
A007,Summit County Sheriff's Office,County Sheriff,2019-07,268,11033,957,41,0,4.284
A007,Summit County Sheriff's Office,County Sheriff,2019-08,268,10900,930,30,0,3.226
A007,Summit County Sheriff's Office,County Sheriff,2019-09,268,10493,853,37,0,4.338
A007,Summit County Sheriff's Office,County Sheriff,2019-10,268,10426,898,31,0,3.452
A007,Summit County Sheriff's Office,County Sheriff,2019-11,268,9719,769,23,0,2.991
A007,Summit County Sheriff's Office,County Sheriff,2019-12,268,9546,785,28,0,3.567
A007,Summit County Sheriff's Office,County Sheriff,2020-01,268,9666,784,13,0,1.658
A007,Summit County Sheriff's Office,County Sheriff,2020-02,268,9744,774,25,0,3.23
A007,Summit County Sheriff's Office,County Sheriff,2020-03,268,9787,834,34,0,4.077
A007,Summit County Sheriff's Office,County Sheriff,2020-04,268,10513,844,32,0,3.791
A007,Summit County Sheriff's Office,County Sheriff,2020-05,268,10599,851,34,0,3.995
A007,Summit County Sheriff's Office,County Sheriff,2020-06,268,10877,882,36,0,4.082
A007,Summit County Sheriff's Office,County Sheriff,2020-07,268,11138,803,47,0,5.853
A007,Summit County Sheriff's Office,County Sheriff,2020-08,268,10632,811,34,0,4.192
A007,Summit County Sheriff's Office,County Sheriff,2020-09,268,10741,913,45,0,4.929
A007,Summit County Sheriff's Office,County Sheriff,2020-10,268,10668,969,24,0,2.477
A007,Summit County Sheriff's Office,County Sheriff,2020-11,268,10573,755,27,0,3.576
A007,Summit County Sheriff's Office,County Sheriff,2020-12,268,10164,732,19,0,2.596
A007,Summit County Sheriff's Office,County Sheriff,2021-01,268,9878,788,26,0,3.299
A007,Summit County Sheriff's Office,County Sheriff,2021-02,268,10296,853,25,0,2.931
A007,Summit County Sheriff's Office,County Sheriff,2021-03,268,10023,849,21,0,2.473
A007,Summit County Sheriff's Office,County Sheriff,2021-04,268,10114,843,24,0,2.847
A007,Summit County Sheriff's Office,County Sheriff,2021-05,268,11270,859,24,0,2.794
A007,Summit County Sheriff's Office,County Sheriff,2021-06,268,11268,942,25,0,2.654
A007,Summit County Sheriff's Office,County Sheriff,2021-07,268,11797,959,47,0,4.901
A007,Summit County Sheriff's Office,County Sheriff,2021-08,268,11449,858,25,0,2.914
A007,Summit County Sheriff's Office,County Sheriff,2021-09,268,11044,953,34,0,3.568
A007,Summit County Sheriff's Office,County Sheriff,2021-10,268,10196,880,23,0,2.614
A007,Summit County Sheriff's Office,County Sheriff,2021-11,268,9927,801,26,0,3.246
A007,Summit County Sheriff's Office,County Sheriff,2021-12,268,10485,762,25,0,3.281
A007,Summit County Sheriff's Office,County Sheriff,2022-01,268,9806,870,30,0,3.448
A007,Summit County Sheriff's Office,County Sheriff,2022-02,268,9786,837,25,0,2.987
A007,Summit County Sheriff's Office,County Sheriff,2022-03,268,10290,770,17,0,2.208
A007,Summit County Sheriff's Office,County Sheriff,2022-04,268,10546,828,19,0,2.295
A007,Summit County Sheriff's Office,County Sheriff,2022-05,268,10893,785,17,0,2.166
A007,Summit County Sheriff's Office,County Sheriff,2022-06,268,11520,939,24,0,2.556
A007,Summit County Sheriff's Office,County Sheriff,2022-07,268,11159,901,29,0,3.219
A007,Summit County Sheriff's Office,County Sheriff,2022-08,268,11881,965,23,0,2.383
A007,Summit County Sheriff's Office,County Sheriff,2022-09,268,11016,780,17,0,2.179
A007,Summit County Sheriff's Office,County Sheriff,2022-10,268,11236,970,28,0,2.887
A007,Summit County Sheriff's Office,County Sheriff,2022-11,268,10468,956,23,0,2.406
A007,Summit County Sheriff's Office,County Sheriff,2022-12,268,9943,862,18,0,2.088
A007,Summit County Sheriff's Office,County Sheriff,2023-01,268,10049,842,13,0,1.544
A007,Summit County Sheriff's Office,County Sheriff,2023-02,268,9928,735,10,0,1.361
A007,Summit County Sheriff's Office,County Sheriff,2023-03,268,10373,925,22,0,2.378
A007,Summit County Sheriff's Office,County Sheriff,2023-04,268,10628,856,19,0,2.22
A007,Summit County Sheriff's Office,County Sheriff,2023-05,268,11247,993,23,0,2.316
A007,Summit County Sheriff's Office,County Sheriff,2023-06,268,10892,826,19,0,2.3
A007,Summit County Sheriff's Office,County Sheriff,2023-07,268,11621,972,26,0,2.675
A007,Summit County Sheriff's Office,County Sheriff,2023-08,268,11575,939,32,0,3.408
A007,Summit County Sheriff's Office,County Sheriff,2023-09,268,10154,774,22,0,2.842
A007,Summit County Sheriff's Office,County Sheriff,2023-10,268,11560,899,14,0,1.557
A007,Summit County Sheriff's Office,County Sheriff,2023-11,268,10669,851,19,0,2.233
A007,Summit County Sheriff's Office,County Sheriff,2023-12,268,10442,773,13,0,1.682
A007,Summit County Sheriff's Office,County Sheriff,2024-01,268,9557,813,11,0,1.353
A007,Summit County Sheriff's Office,County Sheriff,2024-02,268,9748,837,14,0,1.673
A007,Summit County Sheriff's Office,County Sheriff,2024-03,268,10245,780,7,0,0.897
A007,Summit County Sheriff's Office,County Sheriff,2024-04,268,10390,796,23,0,2.889
A007,Summit County Sheriff's Office,County Sheriff,2024-05,268,11081,969,17,0,1.754
A007,Summit County Sheriff's Office,County Sheriff,2024-06,268,11601,1036,16,0,1.544
A007,Summit County Sheriff's Office,County Sheriff,2024-07,268,11515,981,20,0,2.039
A007,Summit County Sheriff's Office,County Sheriff,2024-08,268,11404,874,13,0,1.487
A007,Summit County Sheriff's Office,County Sheriff,2024-09,268,11657,917,17,0,1.854
A007,Summit County Sheriff's Office,County Sheriff,2024-10,268,11206,1126,17,0,1.51
A007,Summit County Sheriff's Office,County Sheriff,2024-11,268,11008,808,9,0,1.114
A007,Summit County Sheriff's Office,County Sheriff,2024-12,268,10749,879,17,0,1.934
A007,Summit County Sheriff's Office,County Sheriff,2025-01,268,10892,930,10,0,1.075
A007,Summit County Sheriff's Office,County Sheriff,2025-02,268,10333,911,11,0,1.207
A007,Summit County Sheriff's Office,County Sheriff,2025-03,268,10142,828,16,0,1.932
A007,Summit County Sheriff's Office,County Sheriff,2025-04,268,11276,866,18,0,2.079
A007,Summit County Sheriff's Office,County Sheriff,2025-05,268,11200,815,19,0,2.331
A007,Summit County Sheriff's Office,County Sheriff,2025-06,268,11522,923,10,0,1.083
A007,Summit County Sheriff's Office,County Sheriff,2025-07,268,11978,962,21,0,2.183
A007,Summit County Sheriff's Office,County Sheriff,2025-08,268,11751,889,21,0,2.362
A007,Summit County Sheriff's Office,County Sheriff,2025-09,268,11581,980,18,0,1.837
A007,Summit County Sheriff's Office,County Sheriff,2025-10,268,11143,872,13,0,1.491
A007,Summit County Sheriff's Office,County Sheriff,2025-11,268,11008,888,10,0,1.126
A007,Summit County Sheriff's Office,County Sheriff,2025-12,268,10423,854,11,0,1.288
A007,Summit County Sheriff's Office,County Sheriff,2026-01,268,10081,777,4,0,0.515
A007,Summit County Sheriff's Office,County Sheriff,2026-02,268,10431,910,10,0,1.099
A007,Summit County Sheriff's Office,County Sheriff,2026-03,268,10654,898,16,0,1.782
A007,Summit County Sheriff's Office,County Sheriff,2026-04,268,11126,926,18,0,1.944
A007,Summit County Sheriff's Office,County Sheriff,2026-05,268,8436,703,7,1,0.996
A007,Summit County Sheriff's Office,County Sheriff,2026-06,268,5443,504,5,1,0.992
A008,Lakeshore County Sheriff's Office,County Sheriff,2019-01,141,5095,432,14,0,3.241
A008,Lakeshore County Sheriff's Office,County Sheriff,2019-02,141,5110,417,5,0,1.199
A008,Lakeshore County Sheriff's Office,County Sheriff,2019-03,141,5025,432,7,0,1.62
A008,Lakeshore County Sheriff's Office,County Sheriff,2019-04,141,5146,405,14,0,3.457
A008,Lakeshore County Sheriff's Office,County Sheriff,2019-05,141,5743,533,17,0,3.189
A008,Lakeshore County Sheriff's Office,County Sheriff,2019-06,141,5668,469,16,0,3.412
A008,Lakeshore County Sheriff's Office,County Sheriff,2019-07,141,5601,461,17,0,3.688
A008,Lakeshore County Sheriff's Office,County Sheriff,2019-08,141,5891,492,13,0,2.642
A008,Lakeshore County Sheriff's Office,County Sheriff,2019-09,141,6195,506,14,0,2.767
A008,Lakeshore County Sheriff's Office,County Sheriff,2019-10,141,5471,384,15,0,3.906
A008,Lakeshore County Sheriff's Office,County Sheriff,2019-11,141,5255,433,14,0,3.233
A008,Lakeshore County Sheriff's Office,County Sheriff,2019-12,141,5249,385,6,0,1.558
A008,Lakeshore County Sheriff's Office,County Sheriff,2020-01,141,5054,387,9,0,2.326
A008,Lakeshore County Sheriff's Office,County Sheriff,2020-02,141,5272,467,6,0,1.285
A008,Lakeshore County Sheriff's Office,County Sheriff,2020-03,141,4961,399,17,0,4.261
A008,Lakeshore County Sheriff's Office,County Sheriff,2020-04,141,5321,387,5,0,1.292
A008,Lakeshore County Sheriff's Office,County Sheriff,2020-05,141,5772,407,16,0,3.931
A008,Lakeshore County Sheriff's Office,County Sheriff,2020-06,141,5775,487,13,0,2.669
A008,Lakeshore County Sheriff's Office,County Sheriff,2020-07,141,5989,485,17,0,3.505
A008,Lakeshore County Sheriff's Office,County Sheriff,2020-08,141,5665,485,9,0,1.856
A008,Lakeshore County Sheriff's Office,County Sheriff,2020-09,141,6122,529,14,0,2.647
A008,Lakeshore County Sheriff's Office,County Sheriff,2020-10,141,5372,461,5,0,1.085
A008,Lakeshore County Sheriff's Office,County Sheriff,2020-11,141,5493,438,4,0,0.913
A008,Lakeshore County Sheriff's Office,County Sheriff,2020-12,141,5206,400,6,0,1.5
A008,Lakeshore County Sheriff's Office,County Sheriff,2021-01,141,4988,380,9,0,2.368
A008,Lakeshore County Sheriff's Office,County Sheriff,2021-02,141,4991,433,8,0,1.848
A008,Lakeshore County Sheriff's Office,County Sheriff,2021-03,141,5206,408,7,0,1.716
A008,Lakeshore County Sheriff's Office,County Sheriff,2021-04,141,5328,423,9,0,2.128
A008,Lakeshore County Sheriff's Office,County Sheriff,2021-05,141,5561,442,9,0,2.036
A008,Lakeshore County Sheriff's Office,County Sheriff,2021-06,141,5806,463,11,0,2.376
A008,Lakeshore County Sheriff's Office,County Sheriff,2021-07,141,6313,545,13,0,2.385
A008,Lakeshore County Sheriff's Office,County Sheriff,2021-08,141,6131,443,18,0,4.063
A008,Lakeshore County Sheriff's Office,County Sheriff,2021-09,141,5872,506,12,0,2.372
A008,Lakeshore County Sheriff's Office,County Sheriff,2021-10,141,5869,564,15,0,2.66
A008,Lakeshore County Sheriff's Office,County Sheriff,2021-11,141,5554,448,11,0,2.455
A008,Lakeshore County Sheriff's Office,County Sheriff,2021-12,141,5314,424,11,0,2.594
A008,Lakeshore County Sheriff's Office,County Sheriff,2022-01,141,5045,449,7,0,1.559
A008,Lakeshore County Sheriff's Office,County Sheriff,2022-02,141,5290,398,4,0,1.005
A008,Lakeshore County Sheriff's Office,County Sheriff,2022-03,141,5557,464,13,0,2.802
A008,Lakeshore County Sheriff's Office,County Sheriff,2022-04,141,5518,422,15,0,3.555
A008,Lakeshore County Sheriff's Office,County Sheriff,2022-05,141,5872,452,16,0,3.54
A008,Lakeshore County Sheriff's Office,County Sheriff,2022-06,141,6050,535,12,0,2.243
A008,Lakeshore County Sheriff's Office,County Sheriff,2022-07,141,5830,460,8,0,1.739
A008,Lakeshore County Sheriff's Office,County Sheriff,2022-08,141,6531,538,14,0,2.602
A008,Lakeshore County Sheriff's Office,County Sheriff,2022-09,141,5780,474,15,0,3.165
A008,Lakeshore County Sheriff's Office,County Sheriff,2022-10,141,5803,509,14,0,2.75
